국가서지번호,출처기관제어번호,자료유형,표제와 책임표시사항,제목,부제목,저자,발행처,발행지역,발행지코드,내용유형,크기,가격,본문언어,분야
NBC202232479,KMU202201618,시청각자료,#4 우리동네 이야기 [녹음자료] / 강신웅,#4 우리동네 이야기,No data,강신웅(KAC202226876);정탁;주용열;문경인;키니;정상희;김은령;오형근;정소영;신나,RIAK [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232480,KMU202200792,시청각자료,"#Topsecret [녹음자료] / 루드블러드, 버무아, 홀던",#Topsecret,No data,루드블러드(KAC202206035);버무아;홀던,뮤즈플랫폼 [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232480,KMU202204250,시청각자료,#생각이나 [녹음자료] / 노형돈,#생각이나,No data,노형돈(KAC2018G3565),퍼플파인엔터테인먼트 [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232480,T16694972,시청각자료,(007) 노 타임 투 다이 [비디오녹화자료] /  Cary Fukunaga 감독,(007) 노 타임 투 다이,No data,Fukunaga Cary;Craig Daniel;Malek Rami;Lynch Lashana;Seydoux Lea,유니버셜픽쳐스 [제공]해리슨 앤 컴퍼니[제작·판매],서울,ulk,moving image,12 cm,No data,eng,"오락,스포츠"
NBC202232480,KVM202201913,시청각자료,(18th) 서울와우북페스티벌 [화상자료] = Seoul Wow Book Festival : 다정함으로 길을 묻다 / 주최·주관: 와우책문화예술센터,(18th) 서울와우북페스티벌,다정함으로 길을 묻다,와우책문화예술센터,와우책문화예술센터,[서울],ulk,still image,70 x 50 cm,No data,kor,문헌정보학
NBC202232480,KVM202201012,시청각자료,(2012~2021년) 산악기상관측소 운영 현황 [화상자료] / 국립산림과학원 [편],(2012~2021년) 산악기상관측소 운영 현황,No data,국립산림과학원(KAB201500434),국립산림과학원,서울,ulk,still image,"45 x 72 cm, 접으면 23 x 11 cm",No data,kor,지학
NBC202232480,KVM202200666,시청각자료,"(2020 韓国人の栄養素摂取基準) 自転車で見る食品構成 [화상자료] / 보건복지부, 한국영양학회 [편]",(2020 韓国人の栄養素摂取基準) 自転車で見る食品構成,No data,보건복지부(KAB201300005);한국영양학회(KAB201701560),보건복지부,[세종],sjk,still image,42 x 30 cm,No data,jpn,생활과학
NBC202232480,KVM202200667,시청각자료,"(2020 韩国人营养元素的摄入标准) 食品结构自行车 [화상자료] / 보건복지부, 한국영양학회 [편]",(2020 韩国人营养元素的摄入标准) 食品结构自行车,No data,보건복지부(KAB201300005);한국영양학회(KAB201701560),보건복지부,[세종],sjk,still image,42 x 30 cm,No data,chi,생활과학
NBC202232480,KVM202200675,시청각자료,"(2020 한국인 영양소 섭취기준) 식사구성안 활용하기 [화상자료] / 보건복지부, 한국영양학회 [편]",(2020 한국인 영양소 섭취기준) 식사구성안 활용하기,No data,보건복지부(KAB201300005);한국영양학회(KAB201701560),보건복지부,[세종],sjk,still image,"15 x 75 cm, 접으면 15 x 15 cm",No data,kor,생활과학
NBC202232480,KVM202200676,시청각자료,"(2020 한국인 영양소 섭취기준) 식품구성자전거 [화상자료] / 보건복지부, 한국영양학회 [편]",(2020 한국인 영양소 섭취기준) 식품구성자전거,No data,보건복지부(KAB201300005);한국영양학회(KAB201701560),보건복지부,[세종],sjk,still image,"15 x 75 cm, 접으면 15 x 15 cm",No data,kor,생활과학
NBC202232480,KVM202200664,시청각자료,"(2020 한국인 영양소 섭취기준) 식품구성자전거 [화상자료] / 보건복지부, 한국영양학회 [편]",(2020 한국인 영양소 섭취기준) 식품구성자전거,No data,보건복지부(KAB201300005);한국영양학회(KAB201701560),보건복지부,[세종],sjk,still image,42 x 30 cm,No data,kor,생활과학
NBC202232481,KVM202200437,시청각자료,"(2021) 교육통계 주요지표 [화상자료] : 경남 / 교육부, 경상남도교육청, 한국교육개발원 [편]",(2021) 교육통계 주요지표,경남,교육부(KAB201400057);경상남도교육청(KAB201500504);한국교육개발원(KAB201300041),교육부,[세종],sjk,still image,"23 x 57 cm, 접으면 23 x 12 cm",No data,kor,교육학
NBC202232481,T16158278,시청각자료,(2021) 인디애니페스트 수상작 모음집 [비디오녹화자료] = Korean Independent Animation Film Festival. 15 / 민성아 [외] 감독,(2021) 인디애니페스트 수상작 모음집,No data,민성아;오세미;이나윤;조예슬;김학현;전승배;정하라;한국독립애니메이션협회,한국독립애니메이션협회,서울,ulk,moving image,12 cm,25300.0,kor,"오락,스포츠"
NBC202232481,KVM202201013,시청각자료,(2021) 해양사고 통계 [화상자료] = Marine accident statistics / 해양수산부 중앙해양안전심판원 [편],(2021) 해양사고 통계,No data,중앙해양안전심판원(KAB201500524),해양수산부 중앙해양안전심판원,[세종],sjk,still image,"21 x 30 cm, 접으면 21 x 10 cm",No data,kor,기계공학
NBC202270771,KCF202200343,컴퓨터프로그램및파일,(2022) 4차산업 기업 스타트업 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 4차산업 기업 스타트업 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,경제학
NBC202270771,KCF202200420,컴퓨터프로그램및파일,(2022) LED 업체 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) LED 업체 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,189000.0,kor,"전기공학,전자공학"
NBC202270771,KCF202200355,컴퓨터프로그램및파일,(2022) TV 산업 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) TV 산업 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,경제학
NBC202270771,KCF202200084,컴퓨터프로그램및파일,(2022) 가구업계 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 가구업계 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,189000.0,kor,생활과학
NBC202270771,KCF202200350,컴퓨터프로그램및파일,(2022) 가발업체·탈모시장 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 가발업체·탈모시장 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,생활과학
NBC202270771,KCF202200151,컴퓨터프로그램및파일,(2022) 가방가게 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 가방가게 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,제조업
NBC202270771,KCF202200132,컴퓨터프로그램및파일,(2022) 가전제품 시장 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 가전제품 시장 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,경제학
NBC202270771,KCF202200323,컴퓨터프로그램및파일,(2022) 강소기업 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 강소기업 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,189000.0,kor,경제학
NBC202270772,KCF202200153,컴퓨터프로그램및파일,(2022) 건강기능식품회사 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 건강기능식품회사 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,189000.0,kor,생활과학
NBC202270772,KCF202200294,컴퓨터프로그램및파일,(2022) 건물철거·리모델링업체 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 건물철거·리모델링업체 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,189000.0,kor,"건축,건축학"
NBC202270772,KCF202200386,컴퓨터프로그램및파일,(2022) 건축설계사무소 주소록 [전자자료] / 제작·개발: 콘텐츠에그,(2022) 건축설계사무소 주소록,No data,콘텐츠에그(KAB202100090),콘텐츠에그,[서울],ulk,computer dataset,12 cm,170000.0,kor,"건축,건축학"
NBC202270772,KCF202200334,컴퓨터프로그램및파일,(2022) 건축설계사무소 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 건축설계사무소 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,189000.0,kor,"건축,건축학"
NBC202270772,KCF202200406,컴퓨터프로그램및파일,(2022) 게임회사 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 게임회사 주소록,No data,한국콘텐츠미디어,한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,"오락,스포츠"
NBC202270772,KCF202200083,컴퓨터프로그램및파일,(2022) 경로당·노인정 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 경로당·노인정 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,210000.0,kor,"사회학,사회문제"
NBC202270772,KCF202200318,컴퓨터프로그램및파일,(2022) 고물상·재활용센터 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 고물상·재활용센터 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,"공학,공업일반,토목공학,환경공학"
NBC202270772,KCF202200137,컴퓨터프로그램및파일,(2022) 골동품 시장 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 골동품 시장 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,예술
NBC202270772,KCF202200149,컴퓨터프로그램및파일,(2022) 공예·공방 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 공예·공방 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,"공예,장식미술"
NBC202270772,KCF202200299,컴퓨터프로그램및파일,(2022) 광고대행사 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 광고대행사 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,189000.0,kor,경제학
NBC202270773,KCF202200292,컴퓨터프로그램및파일,(2022) 광산업체 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 광산업체 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,"공학,공업일반,토목공학,환경공학"
NBC202270773,KCF202200409,컴퓨터프로그램및파일,(2022) 국내 중견기업 리스트 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 국내 중견기업 리스트,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,189000.0,kor,경제학
NBC202270773,KCF202200337,컴퓨터프로그램및파일,(2022) 국방·예비군동대 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 국방·예비군동대 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,"국방,군사학"
NBC202270773,KCF202200373,컴퓨터프로그램및파일,(2022) 금속가공업체 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 금속가공업체 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,제조업
NBC202270773,KCF202200100,컴퓨터프로그램및파일,(2022) 금융회사 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 금융회사 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,경제학
NBC202270773,KCF202200382,컴퓨터프로그램및파일,(2022) 기술보급사업 영농활용자료 [전자자료] : 2021 농업과학기술 연구개발결과 / 농촌진흥청 농촌지원국 기술보급과 [편],(2022) 기술보급사업 영농활용자료,2021 농업과학기술 연구개발결과,한국.농촌진흥청(KAB201300008);농촌진흥청.농촌지원국.기술보급과,농촌진흥청 농촌지원국 기술보급과 [제작],전주,jbk,computer dataset,"2 x 4 cm, 용기 19 x 14 x 2 cm",No data,kor,"농업,농학"
NBC202270773,KCF202200122,컴퓨터프로그램및파일,(2022) 낙농업체 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 낙농업체 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,"농업,농학"
NBC202270773,KCF202200138,컴퓨터프로그램및파일,(2022) 냉동산업업체 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 냉동산업업체 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,기계공학
NBC202270773,KCF202200085,컴퓨터프로그램및파일,(2022) 네트워크 산업 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 네트워크 산업 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,경제학
NBC202270773,KCF202200287,컴퓨터프로그램및파일,(2022) 농업회사법인 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 농업회사법인 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,"농업,농학"
NBC202270774,KCF202200416,컴퓨터프로그램및파일,(2022) 다이어트 시장 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 다이어트 시장 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,생활과학
NBC202270774,KCF202200360,컴퓨터프로그램및파일,(2022) 다중이용시설 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 다중이용시설 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,"사회학,사회문제"
NBC202270774,KCF202200413,컴퓨터프로그램및파일,(2022) 담배가게 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 담배가게 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,경제학
NBC202270774,KCF202200379,컴퓨터프로그램및파일,(2022) 대기업 계열사 순위 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 대기업 계열사 순위,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,228000.0,kor,경제학
NBC202270774,KCF202200378,컴퓨터프로그램및파일,(2022) 대기업 임원진 현황 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 대기업 임원진 현황,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,228000.0,kor,경제학
NBC202270774,KCF202200344,컴퓨터프로그램및파일,(2022) 대리운전업체 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 대리운전업체 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,경제학
NBC202270774,KCF202200310,컴퓨터프로그램및파일,(2022) 도배업체 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 도배업체 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,"건축,건축학"
NBC202270774,KCF202200157,컴퓨터프로그램및파일,(2022) 동계스포츠 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 동계스포츠 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,"오락,스포츠"
NBC202270774,KCF202200296,컴퓨터프로그램및파일,(2022) 디자인산업 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 디자인산업 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,"회화,도화,디자인  "
NBC202270774,KCF202200405,컴퓨터프로그램및파일,(2022) 떡집·방앗간 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 떡집·방앗간 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,189000.0,kor,화학공학
NBC202270775,KCF202200158,컴퓨터프로그램및파일,(2022) 레미콘·시멘트회사 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 레미콘·시멘트회사 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,"건축,건축학"
NBC202270775,KCF202200144,컴퓨터프로그램및파일,(2022) 레스토랑 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 레스토랑 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,생활과학
NBC202270775,KCF202200335,컴퓨터프로그램및파일,(2022) 레저산업 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 레저산업 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,"오락,스포츠"
NBC202270775,KCF202200140,컴퓨터프로그램및파일,(2022) 렌탈업체 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 렌탈업체 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,경제학
NBC202270775,KCF202200145,컴퓨터프로그램및파일,(2022) 렌터카 업체 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 렌터카 업체 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,경제학
NBC202270775,KCF202200128,컴퓨터프로그램및파일,(2022) 마사지·지압원 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 마사지·지압원 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,의학
NBC202270775,KCF202200309,컴퓨터프로그램및파일,(2022) 만화카페·웹툰시장 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 만화카페·웹툰시장 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,"회화,도화,디자인  "
NBC202270775,KCF202200366,컴퓨터프로그램및파일,(2022) 목재·벌목업체 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 목재·벌목업체 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,"농업,농학"
NBC202270775,KCF202200290,컴퓨터프로그램및파일,(2022) 무역회사 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 무역회사 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,189000.0,kor,경제학
NBC202270775,KCF202200421,컴퓨터프로그램및파일,(2022) 무용·댄스학원 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 무용·댄스학원 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,"공연예술,매체예술"
NBC202270776,KCF202200307,컴퓨터프로그램및파일,(2022) 문화센터·평생교육원 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 문화센터·평생교육원 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,교육학
NBC202270776,KCF202200131,컴퓨터프로그램및파일,(2022) 물류회사 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 물류회사 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,189000.0,kor,경제학
NBC202270776,KCF202200115,컴퓨터프로그램및파일,(2022) 미술학원·갤러리 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 미술학원·갤러리 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,예술
NBC202270776,KCF202200320,컴퓨터프로그램및파일,(2022) 반찬가게·도시락업체 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 반찬가게·도시락업체 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,생활과학
NBC202270776,KCF202200354,컴퓨터프로그램및파일,(2022) 방송산업 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 방송산업 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,경제학
NBC202270776,KCF202200365,컴퓨터프로그램및파일,(2022) 방위산업체 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 방위산업체 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,"국방,군사학"
NBC202270776,KCF202200313,컴퓨터프로그램및파일,(2022) 배달대행업체 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 배달대행업체 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,경제학
NBC202270776,KCF202200081,컴퓨터프로그램및파일,(2022) 법무사·변호사 사무실 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 법무사·변호사 사무실 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,189000.0,kor,법학
NBC202270776,KCF202200407,컴퓨터프로그램및파일,(2022) 병역특례업체 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 병역특례업체 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,"국방,군사학"
NBC202270776,KCF202200317,컴퓨터프로그램및파일,(2022) 보안업체 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 보안업체 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,경제학
NBC202232481,KVM202201015,시청각자료,(2022) 북한 주요행사 예정표 [화상자료] / 통일부 정세분석국 정치군사분석과 [편],(2022) 북한 주요행사 예정표,No data,통일부.정세분석국.정치군사분석과(KAB202200060),통일부 정세분석국 정치군사분석과,[서울],ulk,still image,"30 x 56 cm, 접으면 30 x 19 cm",No data,kor,사회과학
NBC202270777,KCF202200150,컴퓨터프로그램및파일,(2022) 사무기기업체 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 사무기기업체 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,경제학
NBC202270777,KCF202200331,컴퓨터프로그램및파일,(2022) 사회복지시설 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 사회복지시설 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,189000.0,kor,"사회학,사회문제"
NBC202270777,KCF202200374,컴퓨터프로그램및파일,(2022) 산후조리원 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 산후조리원 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,189000.0,kor,의학
NBC202270777,KCF202200330,컴퓨터프로그램및파일,(2022) 상장·코스닥·코넥스 대기업 순위 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 상장·코스닥·코넥스 대기업 순위,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,189000.0,kor,경제학
NBC202270777,KCF202200322,컴퓨터프로그램및파일,(2022) 생활용품점·인테리어소품샵 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 생활용품점·인테리어소품샵 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,생활과학
NBC202270777,KCF202200156,컴퓨터프로그램및파일,(2022) 서점·독서실 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 서점·독서실 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,"도서학,서지학"
NBC202270777,KCF202200298,컴퓨터프로그램및파일,(2022) 서점·문구점 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 서점·문구점 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,"도서학,서지학"
NBC202270777,KCF202200111,컴퓨터프로그램및파일,(2022) 석재산업 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 석재산업 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,"공학,공업일반,토목공학,환경공학"
NBC202270777,KCF202200351,컴퓨터프로그램및파일,(2022) 섬유산업 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 섬유산업 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,제조업
NBC202270777,KCF202200082,컴퓨터프로그램및파일,(2022) 세무사·회계사 사무실 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 세무사·회계사 사무실 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,189000.0,kor,경제학
NBC202270778,KCF202200327,컴퓨터프로그램및파일,(2022) 소방업체 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 소방업체 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,"공학,공업일반,토목공학,환경공학"
NBC202270778,KCF202200101,컴퓨터프로그램및파일,(2022) 소프트웨어회사 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 소프트웨어회사 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,총류
NBC202270778,KCF202200372,컴퓨터프로그램및파일,(2022) 수도 및 가스업체 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 수도 및 가스업체 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,"건축,건축학"
NBC202270778,KCF202200191,컴퓨터프로그램및파일,(2022) 수산업 가공·유통 업체 주소록 [전자자료] / 제작·개발: 콘텐츠에그,(2022) 수산업 가공·유통 업체 주소록,No data,콘텐츠에그(KAB202100090),콘텐츠에그,[서울],ulk,computer dataset,12 cm,170000.0,kor,"농업,농학"
NBC202270778,KCF202200306,컴퓨터프로그램및파일,(2022) 수상스포츠 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 수상스포츠 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,209000.0,kor,"오락,스포츠"
NBC202270778,KCF202200333,컴퓨터프로그램및파일,(2022) 수출입기업체 주소록 [전자자료] / 저자: 한국콘텐츠미디어,(2022) 수출입기업체 주소록,No data,한국콘텐츠미디어(KAB201730312),한국콘텐츠미디어,서울,ulk,computer dataset,12 cm,189000.0,kor,경제학
