국가서지번호,출처기관제어번호,자료유형,표제와 책임표시사항,제목,부제목,저자,발행처,발행지역,발행지코드,내용유형,크기,가격,본문언어,분야
NBC202232714,T16397269,시청각자료,"도시를 그리는 건축가 [비디오녹화자료] . 11강, 없음의 미학, 가즈요 세지마 / EBS [기획·제작]",도시를 그리는 건축가,No data,현창용;이비에스,EBS 미디어 [제작],서울,ulk,moving image,12 cm,25700.0,kor,"건축,건축학"
NBC202232714,T16397270,시청각자료,"도시를 그리는 건축가 [비디오녹화자료] . 12강, 인간을 위한 건축, 노먼 포스터 / EBS [기획·제작]",도시를 그리는 건축가,No data,현창용;이비에스,EBS 미디어 [제작],서울,ulk,moving image,12 cm,25700.0,kor,"건축,건축학"
NBC202232715,T16397177,시청각자료,"도시를 그리는 건축가 [비디오녹화자료] . 1강, 빛나는 도시, 르 코르뷔지에 / EBS [기획·제작]",도시를 그리는 건축가,No data,현창용;이비에스,EBS 미디어 [제작],서울,ulk,moving image,12 cm,25700.0,kor,"건축,건축학"
NBC202232715,T16397271,시청각자료,"도시를 그리는 건축가 [비디오녹화자료] . 2강, 미국 건축의 고전, 프랭크 로이드 라이트 / EBS [기획·제작]",도시를 그리는 건축가,No data,현창용;이비에스,EBS 미디어 [제작],서울,ulk,moving image,12 cm,25700.0,kor,"건축,건축학"
NBC202232715,T16397272,시청각자료,"도시를 그리는 건축가 [비디오녹화자료] . 3강, 건축의 신, 안토니 가우디 / EBS [기획·제작]",도시를 그리는 건축가,No data,현창용;이비에스,EBS 미디어 [제작],서울,ulk,moving image,12 cm,25700.0,kor,"건축,건축학"
NBC202232715,T16397274,시청각자료,"도시를 그리는 건축가 [비디오녹화자료] . 4강, 단순함의 위대함, 미스 반 데어 로에 / EBS [기획·제작]",도시를 그리는 건축가,No data,현창용;이비에스,EBS 미디어 [제작],서울,ulk,moving image,12 cm,25700.0,kor,"건축,건축학"
NBC202232715,T16397276,시청각자료,"도시를 그리는 건축가 [비디오녹화자료] . 5강, 원시의 미, 루이스 칸 / EBS [기획·제작]",도시를 그리는 건축가,No data,현창용;이비에스,EBS 미디어 [제작],서울,ulk,moving image,12 cm,25700.0,kor,"건축,건축학"
NBC202232715,T16397277,시청각자료,"도시를 그리는 건축가 [비디오녹화자료] . 6강, 해체주의의 거장, 프랭크 게리 / EBS [기획·제작]",도시를 그리는 건축가,No data,현창용;이비에스,EBS 미디어 [제작],서울,ulk,moving image,12 cm,25700.0,kor,"건축,건축학"
NBC202232715,T16397278,시청각자료,"도시를 그리는 건축가 [비디오녹화자료] . 7강, 건축으로 써 내려간 시, 페터 춤토르 / EBS [기획·제작]",도시를 그리는 건축가,No data,현창용;이비에스,EBS 미디어 [제작],서울,ulk,moving image,12 cm,25700.0,kor,"건축,건축학"
NBC202232715,T16397279,시청각자료,"도시를 그리는 건축가 [비디오녹화자료] . 8강, 빛의 건축가, 장 누벨 / EBS [기획·제작]",도시를 그리는 건축가,No data,현창용;이비에스,EBS 미디어 [제작],서울,ulk,moving image,12 cm,25700.0,kor,"건축,건축학"
NBC202232715,T16397280,시청각자료,"도시를 그리는 건축가 [비디오녹화자료] . 9강, 콘크리트의 예술가, 안도 다다오 / EBS [기획·제작]",도시를 그리는 건축가,No data,현창용;이비에스,EBS 미디어 [제작],서울,ulk,moving image,12 cm,25700.0,kor,"건축,건축학"
NBC202232715,KMU202205324,시청각자료,도시의 밤* part.1 [녹음자료] / 최수환,도시의 밤* part.1,No data,최수환(KAC202103050),텐텐미디어 [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232716,KMU202202677,시청각자료,도시의 불빛 [녹음자료] / 박주현,도시의 불빛,No data,박주현(KAC202266838),RIAK [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232716,KMU202300514,시청각자료,도착역 [녹음자료] / 웨더보트,도착역,No data,웨더보트(KAB202210744),NHN벅스 [배포],[성남],ggk,performed music,12 cm,No data,kor,음악
NBC202232716,T16033810,시청각자료,도쿄 소나타 [비디오녹화자료] = Tokyo sonata / 黒沢清 감독,도쿄 소나타,No data,흑택청;향천조지;소천금일자;역소광사;정지협해;소류우,미디어포유 [제작·판매] 엔케이컨텐츠 [제공],서울,ulk,moving image,12 cm,25300.0,jpn,"오락,스포츠"
NBC202232716,T16598672,시청각자료,"도쿄의 젊은 장인을 말하다 [비디오녹화자료]. 2, 세계 최초의 수제 콜라 장인 /  정재혁 강의",도쿄의 젊은 장인을 말하다,No data,정재혁,EBS 미디어,서울,ulk,moving image,12 cm,No data,kor,경제학
NBC202232716,T16598673,시청각자료,"도쿄의 젊은 장인을 말하다 [비디오녹화자료]. 3, 밀레니얼 장인이 가업을 잇는 방법 /  정재혁 강의",도쿄의 젊은 장인을 말하다,No data,정재혁,EBS 미디어,서울,ulk,moving image,12 cm,No data,kor,경제학
NBC202232716,T16598674,시청각자료,"도쿄의 젊은 장인을 말하다 [비디오녹화자료]. 4, 동네 목욕탕에서 배우는 접객의 기술 /  정재혁 강의",도쿄의 젊은 장인을 말하다,No data,정재혁,EBS 미디어,서울,ulk,moving image,12 cm,No data,kor,경제학
NBC202232716,T16598798,시청각자료,"도쿄의 젊은 장인을 말하다 [비디오녹화자료]. 1, 일본에는 구두닦이 대회가 있다 /  정재혁 강의",도쿄의 젊은 장인을 말하다,No data,정재혁,EBS 미디어,서울,ulk,moving image,12 cm,No data,kor,경제학
NBC202232716,KMU202300331,시청각자료,독기 [녹음자료] / 오드캣,독기,No data,오드캣(KAC202098905),다날엔터테인먼트 [배포],[성남],ggk,performed music,12 cm,No data,kor,음악
NBC202232716,KMU202205240,시청각자료,독백 [녹음자료] : vol.1 / 심재준,독백,vol.1,심재준(KAC2019D1014),RIAK [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232716,KMU202204333,시청각자료,독백 #23 [녹음자료] / 심재준,독백 #23,No data,심재준(KAC2019D1014),RIAK [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232717,KMU202202611,시청각자료,독백#22 [녹음자료] / 심재준,독백#22,No data,심재준(KAC2019D1014),RIAK [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232717,KMU202206145,시청각자료,독백#24 [녹음자료] / 심재준,독백#24,No data,심재준(KAC2019D1014),RIAK [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232717,KMU202202074,시청각자료,독이 든 잔을 마시는 것 같아요 [녹음자료] / 김종호,독이 든 잔을 마시는 것 같아요,No data,김종호(KAC202216516),캔디드뮤직 [배포],[부천],ggk,performed music,12 cm,No data,kor,음악
NBC202232717,T16622621,시청각자료,돈 되는 구매대행 실전 노하우 [녹음자료]: 퇴근 후 3시간 구매대행으로 연봉 벌기/ 구대러 원작,돈 되는 구매대행 실전 노하우,퇴근 후 3시간 구매대행으로 연봉 벌기,구대러,오디언소리 [공급],서울,ulk,spoken word,No data,40000.0,kor,경제학
NBC202232717,T16609159,시청각자료,돈 워리 달링 [비디오녹화자료] / Olivia Wilde 감독,돈 워리 달링,No data,Wilde Olivia;Pugh Florence;Styles Harry,해리슨 앤 컴퍼니 [제조·판매] 워너브라더스 엔터테인먼트 [공급],서울,ulk,moving image,12 cm,22000.0,eng,"오락,스포츠"
NBC202232717,T16364371,시청각자료,돈을 지배하는 31가지 부의 도구 [녹음자료]: 슈퍼리치 멘토가 전하는 부의 절대공식/ 오지혜 원작 ; 이문수 연출,돈을 지배하는 31가지 부의 도구,슈퍼리치 멘토가 전하는 부의 절대공식,오지혜;이문수,오디언소리 [공급],서울,ulk,spoken word,No data,20000.0,kor,경제학
NBC202232717,T16364372,시청각자료,돈의 흐름에 올라타라 [녹음자료] : 돈의 신호를 포착하는 법 / 홍춘욱 원작 ; 정성용 연출,돈의 흐름에 올라타라,돈의 신호를 포착하는 법,홍춘욱;정성용,오디언소리 [공급],서울,ulk,spoken word,No data,No data,kor,경제학
NBC202232717,KMU202300375,시청각자료,돌아올 수 없는 숲 [녹음자료] / 홍선용,돌아올 수 없는 숲,No data,홍선용(KAC2018J2055),루미넌트엔터테인먼트 [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232717,KMU202300231,시청각자료,돌아와 주라 [녹음자료] / 김성결,돌아와 주라,No data,김성결(KAC202303787),RIAK [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232717,T16587674,시청각자료,돌이킬 수 없는 밤 [비디오녹화자료] / Radu Dragomir 감독,돌이킬 수 없는 밤,No data,Dragomir Radu;Rogoz Dana;Vasilescu Razvan;Craiu Madalina,에이스미디어,서울,ulk,moving image,12 cm,No data,rum,"오락,스포츠"
NBC202232718,T16554658,시청각자료,"돕는 인간, 퍼실리테이터의 시대가 온다 [녹음자료]: 소통형 리더의 회의 잘하는 방법/ 김형숙, 박승희, 최은미, 봉현철 원작","돕는 인간, 퍼실리테이터의 시대가 온다",소통형 리더의 회의 잘하는 방법,김형숙;박승희;최은미;봉현철;장수민;박찬송;김성희,오디언소리 [공급],서울,ulk,spoken word,No data,20000.0,kor,경제학
NBC202232718,KMU202205626,시청각자료,동글동글 [녹음자료] / 장송호,동글동글,No data,장송호(KAC2021M3025),Dreamus [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232718,T16550147,시청각자료,동료의 성공이 나의 성공을 부른다 [비디오녹화자료] /  이소영 강의 ; EBS [기획·제작],동료의 성공이 나의 성공을 부른다,No data,이소영;EBS,EBS 미디어,서울  ,ulk,moving image,12 cm,25700.0,kor,경제학
NBC202232718,T16597521,시청각자료,동물 농장  [녹음자료] /  조지 오웰 지음,동물 농장,No data,오웰 조지;문형진;박민기;김연아,열린책들,서울,ulk,spoken word,No data,No data,kor,영미문학
NBC202232718,T16687359,시청각자료,동물 탐험대 [비디오녹화자료] /  에드워드 베크만 감독,동물 탐험대,No data,Beckman Edward,영상공감,서울  ,ulk,moving image,12 cm,25300.0,eng,"오락,스포츠"
NBC202232718,KMU202300250,시청각자료,동반자 [녹음자료] / 김동현,동반자,No data,김동현(KAC2021T0154),RIAK [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232718,T16555086,시청각자료,동백 [비디오녹화자료] / 신준영 감독,동백,No data,신준영;박근형;정선일;신복숙;김보미;서준영;주아름;양준,비디오여행 [제작·판매] kt alpha [제공],서울,ulk,moving image,12 cm,25300.0,kor,"공연예술,매체예술"
NBC202232718,KMU202300210,시청각자료,동백꽃 사랑 [녹음자료] / 우정숙,동백꽃 사랑,No data,우정숙(KAC202303739),오감엔터테인먼트 [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232718,KMU202201789,시청각자료,동요잔치 열렸네 4 [녹음자료] / 홍채영,동요잔치 열렸네 4,No data,홍채영(KAC202229869),RIAK [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232718,KMU202202504,시청각자료,동요잔치 열렸네 5 [녹음자료] / 홍채영,동요잔치 열렸네 5,No data,홍채영(KAC202229869),RIAK [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232719,KMU202203330,시청각자료,동요잔치 열렸네 6 [녹음자료] / 홍채영,동요잔치 열렸네 6,No data,홍채영(KAC202229869),RIAK [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232719,KMU202203329,시청각자료,동요잔치 열렸네 7 [녹음자료] / 홍채영,동요잔치 열렸네 7,No data,홍채영(KAC202229869),RIAK [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232719,KMU202202769,시청각자료,동요잔치 열렸네 8 [녹음자료] / 홍채영,동요잔치 열렸네 8,No data,홍채영(KAC202229869),RIAK [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232719,KJM202200019,시청각자료,동요잔치 열렸네 9 [녹음자료] / 홍채영,동요잔치 열렸네 9,No data,홍채영(KAC202229869),RIAK [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232719,KMU202203321,시청각자료,동철아 [녹음자료] / 정재형,동철아,No data,정재형(KAC2021R6181),RIAK [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232719,KMU202202762,시청각자료,동행 [녹음자료] / 이지원,동행,No data,이지원,RIAK [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232719,KMU202202005,시청각자료,동행 [녹음자료] : 이재범 2 / 이재범,동행,이재범 2,이재범(KAC202249653),RIAK [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232719,KMU202204712,시청각자료,동행 [녹음자료] = Going together / 육수근,동행,No data,육수근(KAC2021I8280);배은진;황요한;양재관,광수미디어 [배포],[서울],ulk,performed music,12 cm,No data,zxx,음악
NBC202232719,KMU202300031,시청각자료,동행 [녹음자료] : 1st album / 안성준,동행,1st album,안성준(KAC201726386),KDHentertainment Genie Music [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232719,KMU202203245,시청각자료,동행 [녹음자료] : 웹툰 '제독의 괴물아내' OST X 정홍일 / 정홍일,동행,웹툰 '제독의 괴물아내' OST X 정홍일,정홍일(KAC2020N2545),사운드리퍼블리카 [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232720,KMU202300028,시청각자료,동행 [녹음자료] / 나은정,동행,No data,나은정(KAC202303146),RIAK [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232720,KMU202200860,시청각자료,되고되네 [녹음자료] / 윤호,되고되네,No data,윤호(KAC2018N3024),RIAK [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232720,KMU202300386,시청각자료,되고싶소 [녹음자료] = I want to become : golden album / 구한나,되고싶소,golden album,구한나(KAC201886631),오감엔터테인먼트 [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232720,T16687360,시청각자료,된다! 뭐든! [비디오녹화자료]. vol.1 /  김대창 총감독,된다! 뭐든!,No data,김대창;방연지;홍범기;강은애;김보나;김지율,비디오여행,서울  ,ulk,moving image,12 cm,25300.0,kor,"오락,스포츠"
NBC202232720,T16687382,시청각자료,된다! 뭐든! [비디오녹화자료]. vol.2 /  김대창 총감독,된다! 뭐든!,No data,김대창;방연지;홍범기;강은애;김보나;김지율,비디오여행,서울  ,ulk,moving image,12 cm,25300.0,kor,"오락,스포츠"
NBC202232720,T16207648,시청각자료,"두 개의 연애 [비디오녹화자료] = Two rooms, two nights / 조성규 감독",두 개의 연애,No data,조성규;김재욱;채정안,씨네온미디어 [제작] 케이알씨지 [제공] 에이스미디어 [판매],서울,ulk,moving image,12 cm,25300.0,kor,"오락,스포츠"
NBC202232720,T16585018,시청각자료,두 여인 [비디오녹화자료] / Vittorio De Sica 감독,두 여인,No data,De Sica Vittorio;Loren Sophia;Belmondo Jean-Paul;Brown Eleonora;Moravia Alberto,다온미디어 [제작·판매],서울,ulk,moving image,12 cm,22000.0,ita,"오락,스포츠"
NBC202232720,KMU202203271,시청각자료,두견새 우는 내고향 [녹음자료] / 김홍기,두견새 우는 내고향,No data,김홍기(KAC202290966),RIAK [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232720,KMU202300230,시청각자료,두근거리는 마음 들킬까 [녹음자료] / 최지훈,두근거리는 마음 들킬까,No data,최지훈(KAC202303784),RIAK [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232720,KJM202200013,시청각자료,두뇌성장에 필요한 자연관찰동요 [녹음자료] / 김혜빈,두뇌성장에 필요한 자연관찰동요,No data,김혜빈(KAC2022E5336),RIAK [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232721,T16625180,시청각자료,두려움에 대해 묻다 [비디오녹화자료]: 어벤져스2 / 라온올제 [제작],두려움에 대해 묻다,어벤져스2,라온올제;원은정,Raon올제 [제작],서울,ulk,moving image,12 cm,33000.0,kor,"오락,스포츠"
NBC202232721,KMU202202802,시청각자료,두려움에 젖은 마음 안아줄게 [녹음자료] / 자이누경,두려움에 젖은 마음 안아줄게,No data,자이누경,뮤직앤뉴 [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232721,KMU202202442,시청각자료,두려워 말라 [녹음자료] / 주홀리 ; feat. 김택,두려워 말라,No data,주홀리;김택,광수미디어 [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232721,KMU202205897,시청각자료,두무개다리 [녹음자료] / 양반들,두무개다리,No data,전범선과 양반들(KAB201804176),워너뮤직코리아 [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232721,KMU202201732,시청각자료,두발로 [녹음자료] / 창호,두발로,No data,창호(KAC202232767),킹핀엔터테인먼트 [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232721,KMU202205784,시청각자료,둘이 가는 인생 [녹음자료] / 홍장가,둘이 가는 인생,No data,홍장가(KAC2018H6266),RIAK [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232721,KMU202300438,시청각자료,둘이 아니면 [녹음자료] / 김동현,둘이 아니면,No data,김동현(KAC2021T0154),RIAK [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232721,T16577046,시청각자료,둠둠 [비디오녹화자료] / 정원희 감독,둠둠,No data,정원희,영화사 진진,서울,ulk,moving image,No data,No data,kor,"공연예술,매체예술"
NBC202232721,KMU202202692,시청각자료,둥글게 [녹음자료] / 김사월,둥글게,No data,김사월(KAC201634999),포크라노스 [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232721,KMU202300316,시청각자료,둥둥 [녹음자료] / 나식언,둥둥,No data,나식언(KAC202303627),루미넌트엔터테인먼트 [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232722,KMU202202891,시청각자료,뒤늦은 마음 [녹음자료] / 주진명,뒤늦은 마음,No data,주진명(KAC202270754),사운드리퍼블리카 [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232722,KMU202202357,시청각자료,뒷산타령 [녹음자료] / 예결밴드,뒷산타령,No data,예결밴드(KAB202215043),퍼플파인엔터테인먼트 [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232722,KVM202201783,시청각자료,듄 [비디오녹화자료] : 파트 1 / directed by Denis Villeneuve,듄,파트 1,Villeneuve Denis(KAC201209145);Herbert Frank(KAC2019F1338);Boyter Cale(KAC2020M2288);Caracciolo Jr. Joe;Parent Mary(KAC2020L4233);Spaihts Jon;Roth Eric(KAC2020M5429);Chalamet Timothee(KAC2020N9997);Ferguson Rebecca(KAC2020L5233);Isaac Oscar(KAC2020L1585),워너브러더스 엔터테인먼트 [공급] 해리슨 앤 컴퍼니 [제조 및 판매],Seoul,ulk,moving image,12 cm,29000.0,eng,"공연예술,매체예술"
NBC202232722,KVM202300450,시청각자료,듄 [비디오녹화자료] : 파트 1 / directed by Denis Villeneuve,듄,파트 1,Villeneuve Denis(KAC201209145);Herbert Frank(KAC2019F1338);Boyter Cale(KAC2020M2288);Caracciolo Jr. Joe;Parent Mary(KAC2020L4233);Spaihts Jon;Roth Eric(KAC2020M5429);Chalamet Timothee(KAC2020N9997);Ferguson Rebecca(KAC2020L5233);Isaac Oscar(KAC2020L1585),워너브러더스 엔터테인먼트 [공급] 해리슨 앤 컴퍼니 [제조 및 판매],Seoul,ulk,moving image,12 cm,22000.0,eng,"공연예술,매체예술"
NBC202232722,KMU202202816,시청각자료,"드라마, 영화 BGM [녹음자료] / Whale.B","드라마, 영화 BGM",No data,Whale.B(KAC202262105),RIAK [배포],[서울],ulk,performed music,12 cm,No data,zxx,음악
NBC202232722,T16583149,시청각자료,드라이브 마이 카 [비디오녹화자료] / 濱口竜介 감독,드라이브 마이 카,No data,빈구룡개;서도수준;삼포투자;촌상춘수,아이브엔터테인먼트 [제작]  질리언뷰 [제공] 영화사조아 [공급],서울,ulk,moving image,12 cm,25300.0,jpn,"오락,스포츠"
NBC202232722,T16687361,시청각자료,드래곤 랜드 [비디오녹화자료] : 어메이징 펫 /  글로리아 젠킨스 시리즈감독,드래곤 랜드,어메이징 펫,Jenkins Gloria;Barr Kathleen;Libman Andrea;McKinnon Danny,에이프릴 엔터테인먼트,서울  ,ulk,moving image,12 cm,25300.0,eng,"오락,스포츠"
NBC202232722,T16259492,시청각자료,드래곤 슬레이어 [비디오녹화자료] : 용과 마법 구슬 / Matthew Robbins 감독,드래곤 슬레이어,용과 마법 구슬,Robbins Matthew;MacNicol Peter;Clarke Caitlin;Richardson Ralph;Hallam John,미디어연가 [제작·판매],서울,ulk,moving image,12 cm,22000.0,eng,"오락,스포츠"
NBC202270795,KJC202200004,컴퓨터프로그램및파일,드림보이스 [전자자료] : 시즌4 : 초등학교 5~6학년용 : 소리로 만나는 교과서 속 인물·역사 / 한국장애인재단 [편],드림보이스,시즌4 :초등학교 5~6학년용 :소리로 만나는 교과서 속 인물·역사,한국장애인재단(KAB201902064),한국장애인재단 하상시각장애인도서관 [제작],[서울],ulk,computer dataset,"4 x 4 cm, 용기 20 x 14 x 3 cm",No data,kor,교육학
NBC202232722,KJC202200004,시청각자료,드림보이스 [전자자료] : 시즌4 : 초등학교 5~6학년용 : 소리로 만나는 교과서 속 인물·역사 / 한국장애인재단 [편],드림보이스,시즌4 :초등학교 5~6학년용 :소리로 만나는 교과서 속 인물·역사,한국장애인재단(KAB201902064),한국장애인재단 하상시각장애인도서관 [제작],[서울],ulk,spoken word,"4 x 4 cm, 용기 20 x 14 x 3 cm",No data,kor,교육학
NBC202232722,KMU202202672,시청각자료,듣고 있으면 기분좋은 경음악 사교춤 지루박 전자올겐 [녹음자료] / 박인범,듣고 있으면 기분좋은 경음악 사교춤 지루박 전자올겐,No data,박인범(KAC2020J1131),RIAK [배포],[서울],ulk,performed music,12 cm,No data,zxx,음악
NBC202232723,T16677560,시청각자료,들꽃상여: [녹음자료] / 최기우 원작,들꽃상여:,No data,최기우;남유정;천지선;김정훈;이상운,오디언소리 [공급],서울,ulk,spoken word,No data,No data,kor,한국문학
NBC202232723,KMU202205218,시청각자료,들숨 [녹음자료] / 지플랫,들숨,No data,지플랫(KAC2021C0378);으네(KAC202005909);Kimwoo(KAC2022E5693);KoiGONE;Dadami;dp888(KAC2022A7480);이긍휼,워너뮤직코리아 [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232723,KMU202202900,시청각자료,들어주길 [녹음자료] / 디어모션,들어주길,No data,디어모션(KAB202100151),Gatefor [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232723,KMU202203096,시청각자료,들을게 [녹음자료] / 주형진,들을게,No data,주형진(KAC201704316),Dreamus [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232723,T16585019,시청각자료,등대선 [비디오녹화자료] / Jerzy Skolimowski 감독,등대선,No data,Skolimowski Jerzy;Bower Tom;Brandauer Klaus Maria;Costanzo Robert;Duvall Robert;Lenz Siegfried,아트시네마 [수입·제조],서울,ulk,moving image,12 cm,22000.0,eng,"오락,스포츠"
NBC202232723,KVM202201173,시청각자료,"디 아더 사이드 [비디오녹화자료] / manus & regi: Tord Danielsson, Oskar Mellander",디 아더 사이드,No data,Danielsson Tord(KAC202209494);Mellander Oskar(KAC202209495);Ulfung Gila Bergqvist;Gwyn Dilan;Wahlgren Linus;Dominguez Eddie Eriksson,찬란 [제공] 아라미디어 [제작/판매],[용인],ggk,moving image,12 cm,25300.0,swe,"공연예술,매체예술"
NBC202232723,T16533487,시청각자료,디스 아메리카노 [비디오녹화자료] = This Americano / 권유주 감독,디스 아메리카노,No data,권유주;변세희;한재하,비디오여행 [제작·판매] 씨엠닉스 [제공],서울,ulk,moving image,12 cm,25300.0,kor,"오락,스포츠"
NBC202232723,KMU202202712,시청각자료,디스코 트로트&보사노바 [녹음자료] / 박진석,디스코 트로트&보사노바,No data,박진석(KAC201718452),RIAK [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232723,T16209009,시청각자료,"디아블로 [비디오녹화자료] : 분노의 질주 / Daniel Markowicz, Michal Otlowski 감독",디아블로,분노의 질주,Markowicz Daniel;Otlowski Michal;Wlosok Tomasz;Szymczak Karolina;Pazura Cezary;Mohr Rafal,미디어포유 [제작·판매] 디씨드 [제공],서울,ulk,moving image,12 cm,25300.0,pol,"오락,스포츠"
NBC202232723,KVM202201785,시청각자료,디어 에반 핸슨 [비디오녹화자료] / directed by Stephen Chbosky,디어 에반 핸슨,No data,Chbosky Stephen(KAC200504895);Platt Marc(KAC2020M4069);Siegel Adam(KAC2020M9579);Levenson Steven;Platt Ben;Moore Julianne(KAC200802550);Dever Kaitlyn(KAC2020O9426);Adams Amy(KAC2020K8986),유니버설 픽쳐스 [공급] 해리슨 앤 컴퍼니 [제조 및 판매],[서울],ulk,moving image,12 cm,29000.0,eng,"공연예술,매체예술"
NBC202232724,T16039127,시청각자료,디지털 세상과 연결하는 나만의 경쟁력 [비디오녹화자료] /  선영학 강연,디지털 세상과 연결하는 나만의 경쟁력,No data,선영학,우전미디어,서울  ,ulk,moving image,12 cm,33000.0,kor,사회과학
NBC202232724,T16554662,시청각자료,디지털 트랜스포메이션 조직의 습관을 바꾸는 일 [녹음자료]: 위아래로 꽉 막힌 DX를 뻥하고 뚫는 법/ 황재선 원작,디지털 트랜스포메이션 조직의 습관을 바꾸는 일,위아래로 꽉 막힌 DX를 뻥하고 뚫는 법,황재선,오디언소리 [공급],서울,ulk,spoken word,No data,50000.0,kor,경제학
NBC202232724,T16598799,시청각자료,"디지털 헬스케어가 바꾸는 미래 지도 [비디오녹화자료]. 1, 미래 의료는 디지털을 입는다 /  신수용 강의",디지털 헬스케어가 바꾸는 미래 지도,No data,신수용,EBS 미디어,서울,ulk,moving image,12 cm,No data,kor,경제학
NBC202232724,T16598690,시청각자료,"디지털 헬스케어가 바꾸는 미래 지도 [비디오녹화자료]. 2, 디지털 헬스케어의 최전선 /  신수용 강의",디지털 헬스케어가 바꾸는 미래 지도,No data,신수용,EBS 미디어,서울,ulk,moving image,12 cm,No data,kor,경제학
NBC202232724,T16598691,시청각자료,"디지털 헬스케어가 바꾸는 미래 지도 [비디오녹화자료]. 3, 빅테크 기업이 디지털 헬스케어에 주목하는 이유 /  신수용 강의",디지털 헬스케어가 바꾸는 미래 지도,No data,신수용,EBS 미디어,서울,ulk,moving image,12 cm,No data,kor,경제학
NBC202232724,T16598693,시청각자료,"디지털 헬스케어가 바꾸는 미래 지도 [비디오녹화자료]. 4, AI가 의사를 대체할 수 있을까 /  신수용 강의",디지털 헬스케어가 바꾸는 미래 지도,No data,신수용,EBS 미디어,서울,ulk,moving image,12 cm,No data,kor,경제학
NBC202232724,T16039128,시청각자료,디지털에 접목해 가는 나의 삶 [비디오녹화자료] /  선영학 강연,디지털에 접목해 가는 나의 삶,No data,선영학,우전미디어,서울  ,ulk,moving image,12 cm,33000.0,kor,사회과학
NBC202232724,T16361301,시청각자료,딜리셔스: 프렌치 레스토랑의 시작 [비디오녹화자료] / 에릭 베스나드 감독,딜리셔스: 프렌치 레스토랑의 시작,No data,에릭 베스나드,(주)다날엔터테인먼트,서울,ulk,moving image,No data,No data,fre,"공연예술,매체예술"
NBC202232724,KMU202203313,시청각자료,딱 이만큼만 [녹음자료] / 황신혜,딱 이만큼만,No data,황신혜(KAC202295336),RIAK [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232724,KMU202205902,시청각자료,딱이야 [녹음자료] / 박주희,딱이야,No data,박주희(KAC201718371),다날엔터테인먼트 [배포],[성남],ggk,performed music,12 cm,No data,kor,음악
NBC202232725,KMU202205975,시청각자료,딱좋아 [녹음자료] : 유강산 1집 : semi-trot single album / 유강산,딱좋아,유강산 1집 :semi-trot single album,유강산(KAC202301388),예향엔터테인먼트 [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
