국가서지번호,출처기관제어번호,자료유형,표제와 책임표시사항,제목,부제목,저자,발행처,발행지역,발행지코드,내용유형,크기,가격,본문언어,분야
NBC202229510,KMO202257779,공공간행물,"'19~'21 아프리카돼지열병 발생 상황 분석(방역 백서) / 연구기관: 한국농촌경제연구원 ; 연구책임자: 정민국 ; 연구참여자: 이용건, 최진용, 김충현, 임수현",'19~'21 아프리카돼지열병 발생 상황 분석(방역 백서),No data,정민국(KAC201209965);이용건(KAC201404091);최진용(KAC201720987);김충현(KAC2019G2352);임수현(KAC201310784);한국농촌경제연구원(KAB201300044),농림축산식품부,No data,sjk,text,26 cm,No data,kor,"농업,농학"
NBC202229510,KMO202266256,공공간행물,'21년 국가측량시행계획 추진실적 평가 및 컨설팅 등에 관한 연구 / 국토교통부 국토지리정보원 [편],'21년 국가측량시행계획 추진실적 평가 및 컨설팅 등에 관한 연구,No data,국토지리정보원(KAB201500528),국토교통부 국토지리정보원,수원,ggk,text,30 cm,No data,kor,"공학,공업일반,토목공학,환경공학"
NBC202229510,KMO202260018,공공간행물,'21년 추진실적 및 '22년 시행계획 : 농어업인의 삶의 질 향상 및 농어촌 지역 개발 / 농림축산식품부 [편],'21년 추진실적 및 '22년 시행계획,농어업인의 삶의 질 향상 및 농어촌 지역 개발,농림축산식품부(KAB201400071),농림축산식품부,No data,sjk,text,26 cm,No data,kor,"농업,농학"
NBC202229510,KMO202262275,공공간행물,'돼지' 바이러스성 설사병 대응 연구 : 가축질병대응기술개발사업 2021년도 최종보고서 / 주관연구기관명: 코미팜 ; 협동연구기관명: 전북대학교 산학협력단 ; 주관연구책임자: 김주헌 ; 협동연구책임자: 탁동섭,'돼지' 바이러스성 설사병 대응 연구,가축질병대응기술개발사업 2021년도 최종보고서,김주헌;탁동섭(KAC201846471);코미팜(KAB202200372);전북대학교.산학협력단(KAB201500591),농림축산식품부,No data,sjk,text,30 cm,No data,kor,"농업,농학"
NBC202229510,KMO202242174,공공간행물,'신(新) 영일동맹'의 전망 : 20세기 초 영일동맹과의 역사적 비교 / 김종학,'신(新) 영일동맹'의 전망,20세기 초 영일동맹과의 역사적 비교,김종학,국립외교원 외교안보연구소,서울,ulk,text,24 cm,No data,kor,정치학
NBC202229510,KMO202263564,공공간행물,'코로나19 아카이브' 구축방안 연구 : 정책연구용역 최종보고서 / 연구기관: 중앙대학교 산학협력단 ; 연구책임자: 김학래 ; 연구원: 양지선,'코로나19 아카이브' 구축방안 연구,정책연구용역 최종보고서,중앙대학교 산학협력단;김학래;양지선;중앙대학교.산학협력단(KAB201400272),국립중앙도서관,No data,ulk,text,30 cm,No data,kor,의학
NBC202229511,KMO202242356,공공간행물,'통상과 환경'의 연계 동향과 쟁점 연구 / 이효영 [저],'통상과 환경'의 연계 동향과 쟁점 연구,No data,이효영(KAC201503270),국립외교원 외교안보연구소,서울,ulk,text,24 cm,No data,kor,정치학
NBC202229511,T16281767,공공간행물,('21)産災保險再審査栽決事例集 / 雇傭勞動部 産業災害補償保險再審査委員會 [編],('21)産災保險再審査栽決事例集,No data,고용노동부;산업재해보상보험재심사위원회,雇傭勞動部 産業災害補償保險再審査委員會,서울,ulk,text,23 cm,No data,kor,경제학
NBC202229511,KMO202248418,공공간행물,('22) 생활안전 길라잡이 = Life safety guide : 시민과 함께 다시 뛰는 울산 / 울산광역시 [편],('22) 생활안전 길라잡이,시민과 함께 다시 뛰는 울산,울산광역시(KAB201400178),울산광역시,No data,usk,text,24 cm,No data,kor,행정학
NBC202233991,CNTS-00129554039,공공간행물,(2019·2022 인천광역시) 청소년참여예산제 성과자료집 [전자자료] : 청소년참여로 만드는 행복한 우리 도시  / 인천주민참여예산지원센터,(2019·2022 인천광역시) 청소년참여예산제 성과자료집,청소년참여로 만드는 행복한 우리 도시 ,인천주민참여예산지원센터,인천주민참여예산지원센터,인천,ick,text,No data,No data,kor,정치학
NBC202229511,KMO202258196,공공간행물,(2020 기준) 콘텐츠 산업조사 = 2020 content industry statistics : 승인통계용 : 2021년 실시 / 조사수행기관: 코그니티브 컨설팅그룹,(2020 기준) 콘텐츠 산업조사,승인통계용 :2021년 실시,코그니티브 컨설팅그룹,문화체육관광부,No data,sjk,text,30 cm,No data,kor,예술
NBC202229511,KMO202258201,공공간행물,(2020 기준) 콘텐츠산업조사 = 2020 content industry statistics : 일반배포용 : 2021년 실시 / 조사수행기관: 코그니티브 컨설팅그룹,(2020 기준) 콘텐츠산업조사,일반배포용 :2021년 실시,코그니티브 컨설팅그룹,문화체육관광부,No data,sjk,text,30 cm,No data,kor,예술
NBC202229511,T16235262,공공간행물,(2020 회계연도)통합재정수지/ 기획재정부 [편],(2020 회계연도)통합재정수지,No data,기획재정부.,기획재정부,세종,sjk,text,26cm.,No data,kor,경제학
NBC202229511,KMO202260427,공공간행물,(2020) MICE 산업통계 조사·연구 : 보고서 / [연구기관]: 넥스트리서치,(2020) MICE 산업통계 조사·연구,보고서,넥스트리서치,한국관광공사,창원,gak,text,26 cm,No data,kor,경제학
NBC202229511,KMO202245858,공공간행물,"(2020) 안동 산불백서 = A white paper of 2020 Andong forest fire : 안동 산불의 안동 산불 진화과정, 피해상황, 복구과정 및 개선방안 / 경상북도 산림지원과 [편]",(2020) 안동 산불백서,"안동 산불의 안동 산불 진화과정, 피해상황, 복구과정 및 개선방안",경상북도.산림지원과,경상북도 산림지원과,안동,gbk,text,26 cm,No data,kor,"농업,농학"
NBC202229511,T16494630,공공간행물,"(2020) 온라인광고 법.제도 가이드북 / 과학기술정보통신부, 한국인터넷진흥원.",(2020) 온라인광고 법.제도 가이드북,No data,과학기술정보통신부;한국인터넷진흥원,과학기술정보통신부,서울,ulk,text,26 cm,48000,kor,"법률,법학"
NBC202229511,T16606364,공공간행물,(2020) 인구주택총조사보고서 : 전수조사결과 / 통계청 [편],(2020) 인구주택총조사보고서,전수조사결과,통계청,통계청,대구,tjk,text,27 cm,No data,kor,통계자료
NBC202229512,T16542830,공공간행물,"(2020) 인구주택총조사보고서 : 표본조사결과. 제1권(1-1), 기본항목 : 인구기본항목 / 통계청 [편]",(2020) 인구주택총조사보고서,표본조사결과,통계청,통계청,대구,tjk,text,27 cm,No data,kor,통계자료
NBC202229512,T16542746,공공간행물,"(2020) 인구주택총조사보고서 : 표본조사결과. 제1권(1-2), 기본항목 : 가구·주택 기본항목 / 통계청 [편]",(2020) 인구주택총조사보고서,표본조사결과,통계청,통계청,대구,tjk,text,27 cm,No data,kor,통계자료
NBC202229512,T16542752,공공간행물,"(2020) 인구주택총조사보고서 : 표본조사결과. 제2권, 통근·통학 / 통계청 [편]",(2020) 인구주택총조사보고서,표본조사결과,통계청,통계청,대구,tjk,text,27 cm,No data,kor,통계자료
NBC202229512,T16542759,공공간행물,"(2020) 인구주택총조사보고서 : 표본조사결과. 제3권, 인구이동 / 통계청 [편]",(2020) 인구주택총조사보고서,표본조사결과,통계청,통계청,대구,tjk,text,27 cm,No data,kor,통계자료
NBC202229512,T16542764,공공간행물,"(2020) 인구주택총조사보고서 : 표본조사결과. 제4권(4-1), 경제활동 : 취업상태 / 통계청 [편]",(2020) 인구주택총조사보고서,표본조사결과,통계청,통계청,대구,tjk,text,27 cm,No data,kor,통계자료
NBC202229512,T16542771,공공간행물,"(2020) 인구주택총조사보고서 : 표본조사결과. 제4권(4-2), 경제활동 : 산업·직업 / 통계청 [편]",(2020) 인구주택총조사보고서,표본조사결과,통계청,통계청,대구,tjk,text,27 cm,No data,kor,통계자료
NBC202229512,T16542775,공공간행물,"(2020) 인구주택총조사보고서 : 표본조사결과. 제5권, 주거실태·임차료 / 통계청 [편]",(2020) 인구주택총조사보고서,표본조사결과,통계청,통계청,대구,tjk,text,27 cm,No data,kor,통계자료
NBC202229512,KMO202305885,공공간행물,"(2020) 인구주택총조사보고서: 표본조사결과. 제1(1-2)권, 기본항목 : 가구·주택 기본항목 / 통계청 [편]",(2020) 인구주택총조사보고서,표본조사결과,통계청(KAB201400027),통계청,대구,tjk,text,27 cm,16000,kor,통계학
NBC202229512,KMO202305885,공공간행물,"(2020) 인구주택총조사보고서: 표본조사결과. 제6권, 활동제약·사회활동 / 통계청 [편]",(2020) 인구주택총조사보고서,표본조사결과,통계청(KAB201400027),통계청,대구,tjk,text,27 cm,21000,kor,통계학
NBC202229512,KMO202305885,공공간행물,"(2020) 인구주택총조사보고서: 표본조사결과. 제1(1-1)권, 기본항목 : 인구 기본항목 / 통계청 [편]",(2020) 인구주택총조사보고서,표본조사결과,통계청(KAB201400027),통계청,대구,tjk,text,27 cm,18000,kor,통계학
NBC202229513,KMO202305885,공공간행물,"(2020) 인구주택총조사보고서: 표본조사결과. 제8권, 여성·아동 / 통계청 [편]",(2020) 인구주택총조사보고서,표본조사결과,통계청(KAB201400027),통계청,대구,tjk,text,27 cm,18000,kor,통계학
NBC202229513,KMO202305885,공공간행물,"(2020) 인구주택총조사보고서: 표본조사결과. 제7권, 고령자 / 통계청 [편]",(2020) 인구주택총조사보고서,표본조사결과,통계청(KAB201400027),통계청,대구,tjk,text,27 cm,18000,kor,통계학
NBC202229513,KMO202305885,공공간행물,"(2020) 인구주택총조사보고서: 표본조사결과. 제10권, 경력단절 / 통계청 [편]",(2020) 인구주택총조사보고서,표본조사결과,통계청(KAB201400027),통계청,대구,tjk,text,27 cm,21000,kor,통계학
NBC202229513,KMO202305885,공공간행물,"(2020) 인구주택총조사보고서: 표본조사결과. 제11권, 1인가구 / 통계청 [편]",(2020) 인구주택총조사보고서,표본조사결과,통계청(KAB201400027),통계청,대구,tjk,text,27 cm,18000,kor,통계학
NBC202229513,KMO202305885,공공간행물,"(2020) 인구주택총조사보고서: 표본조사결과. 제9권, 출산시기 / 통계청 [편]",(2020) 인구주택총조사보고서,표본조사결과,통계청(KAB201400027),통계청,대구,tjk,text,27 cm,18000,kor,통계학
NBC202229513,KMO202305885,공공간행물,"(2020) 인구주택총조사보고서: 표본조사결과. 제4(4-1)권, 경제활동 : 취업상태 / 통계청 [편]",(2020) 인구주택총조사보고서,표본조사결과,통계청(KAB201400027),통계청,대구,tjk,text,27 cm,21000,kor,통계학
NBC202229513,KMO202305885,공공간행물,"(2020) 인구주택총조사보고서: 표본조사결과. 제4(4-2)권, 경제활동 : 산업·직업 / 통계청 [편]",(2020) 인구주택총조사보고서,표본조사결과,통계청(KAB201400027),통계청,대구,tjk,text,27 cm,23000,kor,통계학
NBC202229513,KMO202305885,공공간행물,"(2020) 인구주택총조사보고서: 표본조사결과. 제5권, 주거실태·임차료 / 통계청 [편]",(2020) 인구주택총조사보고서,표본조사결과,통계청(KAB201400027),통계청,대구,tjk,text,27 cm,16000,kor,통계학
NBC202229513,KMO202305885,공공간행물,"(2020) 인구주택총조사보고서: 표본조사결과. 제2권, 통근·통학 / 통계청 [편]",(2020) 인구주택총조사보고서,표본조사결과,통계청(KAB201400027),통계청,대구,tjk,text,27 cm,21000,kor,통계학
NBC202229513,KMO202305885,공공간행물,"(2020) 인구주택총조사보고서: 표본조사결과. 제3권, 인구이동 / 통계청 [편]",(2020) 인구주택총조사보고서,표본조사결과,통계청(KAB201400027),통계청,대구,tjk,text,27 cm,18000,kor,통계학
NBC202229514,T16542826,공공간행물,"(2020) 인구주택총조사보고서 : 표본조사결과. 제6권, 활동제약·사회활동 / 통계청 [편]",(2020) 인구주택총조사보고서,표본조사결과,통계청,통계청,대구,tjk,text,27 cm,No data,kor,통계자료
NBC202229514,T16542827,공공간행물,"(2020) 인구주택총조사보고서 : 표본조사결과. 제7권, 고령자 / 통계청 [편]",(2020) 인구주택총조사보고서,표본조사결과,통계청,통계청,대구,tjk,text,27 cm,No data,kor,통계자료
NBC202229514,T16542828,공공간행물,"(2020) 인구주택총조사보고서 : 표본조사결과. 제8권, 여성·아동 / 통계청 [편]",(2020) 인구주택총조사보고서,표본조사결과,통계청,통계청,대구,tjk,text,27 cm,No data,kor,통계자료
NBC202229514,T16542829,공공간행물,"(2020) 인구주택총조사보고서 : 표본조사결과. 제9권, 출산시기 / 통계청 [편]",(2020) 인구주택총조사보고서,표본조사결과,통계청,통계청,대구,tjk,text,27 cm,No data,kor,통계자료
NBC202229514,T16542725,공공간행물,"(2020) 인구주택총조사보고서 : 표본조사결과. 제10권, 경력단절 / 통계청 [편]",(2020) 인구주택총조사보고서,표본조사결과,통계청,통계청,대구,tjk,text,27 cm,No data,kor,통계자료
NBC202229514,T16542726,공공간행물,"(2020) 인구주택총조사보고서 : 표본조사결과. 제11권, 1인가구 / 통계청 [편]",(2020) 인구주택총조사보고서,표본조사결과,통계청,통계청,대구,tjk,text,27 cm,No data,kor,통계자료
NBC202229514,KMO202266368,공공간행물,"(2020) 한국의 산림자원 / 집필인: 산림ICT연구센터, 임종수, 문가현, 이민우, 강진택, 원명수, 한국임업진흥원, 안은섭, 전재홍",(2020) 한국의 산림자원,No data,임종수;문가현;이민우;강진택;원명수;안은섭;전재홍;산림ICT연구센터;한국임업진흥원(KAB201500072),국립산림과학원,서울,ulk,text,26 cm,No data,kor,식물학
NBC202229514,KMO202311251,공공간행물,(2020-2021) 광주광역시 인권백서 / 광주광역시 민주인권평화국 [편],(2020-2021) 광주광역시 인권백서,No data,광주광역시.민주인권평화국,광주광역시 민주인권평화국,광주,kjk,text,26 cm,No data,kor,정치학
NBC202229514,KMO202262251,공공간행물,"(2020-2021) 사직단 전사청권역 복원정비공사 수리보고서 / 문화재청 궁능유적본부, 금경종합건설, 송원 [편]",(2020-2021) 사직단 전사청권역 복원정비공사 수리보고서,No data,문화재청.궁능유적본부(KAB202200571);금경종합건설;송원,문화재청 궁능유적본부 ;금경종합건설 송원,No data,tjk,text,30 cm,No data,kor,교육학
NBC202229514,KMO202264952,공공간행물,(2020-2021) 한-러 상호교류의 해 결과보고서 / 외교부 공공문화외교국 [편],(2020-2021) 한-러 상호교류의 해 결과보고서,No data,외교부.공공문화외교국,외교부 공공문화외교국 한러 상호교류의 해 사무국,No data,ulk,text,26 cm,No data,kor,정치학
NBC202229515,KMO202312212,공공간행물,(2020-2040년) 대전광역시 자치구별 장래인구추계 / 대전광역시 정책기획관 [편],(2020-2040년) 대전광역시 자치구별 장래인구추계,No data,대전광역시.정책기획관,대전광역시 정책기획관,대구,tjk,text,26 cm,No data,kor,"사회학,사회문제"
NBC202229515,KMO202245839,공공간행물,(2020~2021년) 디지털 뉴딜 = Digital new deal : 우수성과 사례집 / 과학기술정보통신부 [편],(2020~2021년) 디지털 뉴딜,우수성과 사례집,과학기술정보통신부(KAB201900003),과학기술정보통신부,세종,sjk,text,26 cm,No data,kor,경제학
NBC202233991,CNTS-00129554036,공공간행물,(2020~2022 인천광역시 주민참여예산) 온예산스터디 성과보고서 [전자자료] : 지방자치단체 예산에 대화의 가치를 더하다  / 인천주민참여예산지원센터,(2020~2022 인천광역시 주민참여예산) 온예산스터디 성과보고서,지방자치단체 예산에 대화의 가치를 더하다 ,인천주민참여예산지원센터,인천주민참여예산지원센터,인천,ick,text,No data,No data,kor,정치학
NBC202229515,KMO202310401,공공간행물,(2020~2050년) 장래가구추계 시도편 : Household projections by province 2020-based : 2020~2050 / 2020년 기준 : 2022년 10월 추계 = 통계청 [편],(2020~2050년) 장래가구추계 시도편,2020년 기준 :2022년 10월 추계,통계청(KAB201400027),통계청,대구,tjk,text,26 cm,No data,kor,통계학
NBC202229515,KMO202312779,공공간행물,"(2020년 기준) 경제총조사보고서. 제2-2권, 지역편 / 통계청 [편]",(2020년 기준) 경제총조사보고서,No data,통계청(KAB201400027),통계청,대구,tjk,text,27 cm,26700,kor,경제학
NBC202229515,KMO202312779,공공간행물,"(2020년 기준) 경제총조사보고서. 제2-3권, 지역편 / 통계청 [편]",(2020년 기준) 경제총조사보고서,No data,통계청(KAB201400027),통계청,대구,tjk,text,27 cm,22800,kor,경제학
NBC202229515,KMO202312779,공공간행물,"(2020년 기준) 경제총조사보고서. 제3권, 특성편, 기업체편 / 통계청 [편]",(2020년 기준) 경제총조사보고서,No data,통계청(KAB201400027),통계청,대구,tjk,text,27 cm,50400,kor,경제학
NBC202229515,KMO202312779,공공간행물,"(2020년 기준) 경제총조사보고서. 제1-2권, 전국편 / 통계청 [편]",(2020년 기준) 경제총조사보고서,No data,통계청(KAB201400027),통계청,대구,tjk,text,27 cm,30600,kor,경제학
NBC202229515,KMO202312779,공공간행물,"(2020년 기준) 경제총조사보고서. 제1-3권, 전국편 / 통계청 [편]",(2020년 기준) 경제총조사보고서,No data,통계청(KAB201400027),통계청,대구,tjk,text,27 cm,28800,kor,경제학
NBC202229515,KMO202312779,공공간행물,"(2020년 기준) 경제총조사보고서. 제2-1권, 지역편 / 통계청 [편]",(2020년 기준) 경제총조사보고서,No data,통계청(KAB201400027),통계청,대구,tjk,text,27 cm,29300,kor,경제학
NBC202229515,KMO202312779,공공간행물,"(2020년 기준) 경제총조사보고서. 제1-1권, 전국편 / 통계청 [편]",(2020년 기준) 경제총조사보고서,No data,통계청(KAB201400027),통계청,대구,tjk,text,27 cm,32400,kor,경제학
NBC202229516,KMO202224853,공공간행물,"(2020년 기준) 농업법인조사 보고서 = Report on the 2020 agriculture corporation survey / 농림축산식품부, 농림수산식품교육문화정보원 [편]",(2020년 기준) 농업법인조사 보고서,No data,농림축산식품부(KAB201400071);농림수산식품교육문화정보원(KAB201500089),농림축산식품부 EPIS(농림수산식품교육문화정보원),세종,sjk,text,26 cm,No data,kor,"농업,농학"
NBC202229516,KMO202319806,공공간행물,(2020년 기준) 담양군 사업체조사 보고서 = Business survey report Damyang / 담양군 [편],(2020년 기준) 담양군 사업체조사 보고서,No data,전라남도.담양군(KAB201908443),담양군,담양,jnk,text,26 cm,No data,kor,경제학
NBC202229516,KMO202234709,공공간행물,"(2020년) 국가가뭄정보통계집 / 행정안전부, 농림축산식품부, 산업통상자원부, 환경부, 기상청 [편]",(2020년) 국가가뭄정보통계집,No data,행정안전부(KAB201900001);농림축산식품부(KAB201400071);산업통상자원부(KAB201400061);환경부(KAB201300004);기상청(KAB201400043),관계부처 합동 행정안전부 농림축산식품부 산업통상자원부 환경부 ;기상청,No data,gak,text,30 cm,No data,kor,행정학
NBC202229516,KMO202309643,공공간행물,(2020년) 부산광역시 해양산업조사 / 부산광역시 [편],(2020년) 부산광역시 해양산업조사,No data,부산광역시(KAB201400197),부산광역시,부산,bnk,text,26 cm,No data,kor,지학
NBC202229516,KMO202245840,공공간행물,"(2020년도) 여성과학기술인력 활용 실태조사 보고서 = Report on the status of women in science, engineering & technology / 수행기관: 한국여성과학기술인육성재단",(2020년도) 여성과학기술인력 활용 실태조사 보고서,No data,한국여성과학기술인육성재단,과학기술정보통신부,No data,sjk,text,26 cm,No data,kor,"공학,공업일반,토목공학,환경공학"
NBC202229516,KMO202245841,공공간행물,"(2020년도) 여성과학기술인력 활용 실태조사 보고서 = Report on the status of women in science, engineering & technology : 통계표 / 수행기관: 한국여성과학기술인육성재단",(2020년도) 여성과학기술인력 활용 실태조사 보고서,통계표,한국여성과학기술인육성재단,과학기술정보통신부,No data,sjk,text,26 cm,No data,kor,"공학,공업일반,토목공학,환경공학"
NBC202229516,KMO202318962,공공간행물,(2020년도) 작물 육성계통 보고서 / 농촌진흥청 국립식량과학원 남부작물부 [편],(2020년도) 작물 육성계통 보고서,No data,농촌진흥청.국립식량과학원.남부작물부,농촌진흥청 국립식량과학원 남부작물부,밀양,gnk,text,30 cm,No data,kor,"농업,농학"
NBC202229516,KMO202247625,공공간행물,(2021 국가인권위원회) 인권상황보고서 / 국가인권위원회 [편],(2021 국가인권위원회) 인권상황보고서,No data,국가인권위원회(KAB201400107),국가인권위원회,서울,ulk,text,26 cm,No data,kor,정치학
NBC202229516,KMO202244954,공공간행물,(2021 취업연계형) FTA 실무인력 양성사업 : 추진성과 및 우수사례 보고 / KOTRA [편],(2021 취업연계형) FTA 실무인력 양성사업,추진성과 및 우수사례 보고,KOTRA(KAB201400378),KOTRA,서울,ulk,text,30 cm,No data,kor,경제학
NBC202229516,KMO202257782,공공간행물,(2021 회계연도) 공공기관 결산검사서 / 감사원 [편],(2021 회계연도) 공공기관 결산검사서,No data,감사원(KAB201400018),감사원,서울,ulk,text,26 cm,No data,kor,경제학
NBC202229517,KMO202250162,공공간행물,(2021 회계연도) 성과보고서 : 농림축산식품부 / 대한민국정부 [편],(2021 회계연도) 성과보고서,농림축산식품부,한국(KAB201400151),대한민국정부,No data,ulk,text,26 cm,No data,kor,행정학
NBC202229517,KMO202255628,공공간행물,(2021 회계연도) 알기 쉬운 서울시 결산 : 한눈에 보는 서울시 살림살이 / 서울시 재무과 [편],(2021 회계연도) 알기 쉬운 서울시 결산,한눈에 보는 서울시 살림살이,서울시.재무과,서울시 재무과,No data,ulk,text,30 cm,No data,kor,경제학
NBC202229517,KMO202246143,공공간행물,"(2021) DMZ 일원 생태계 조사 : DMZ 동부지역 / 참여연구진: 박진영, 서형수, 차진열, 신현철, 강지현, 엄순재, 김지숙, 김혜진, 노두리, 이현지, 박소연, 정상민, 차현기, 황현수",(2021) DMZ 일원 생태계 조사,DMZ 동부지역,박진영(KAC201636466);서형수(KAC202174975);차진열(KAC201617944);신현철;강지현;엄순재;김지숙;김혜진;노두리;이현지;박소연;정상민;차현기;황현수,환경부 ;국립생태원,No data,jbk,text,30 cm,No data,kor,지학
NBC202229517,KMO202248427,공공간행물,(2021) IP-DESK 백서 = 2021 IP-DESK white paper / KOTRA 해외지재권실 [편],(2021) IP-DESK 백서,No data,KOTRA.해외지재권실,KOTRA 해외지재권실,서울,gbk,text,26 cm,No data,kor,"조각,조형미술"
NBC202229517,KMO202226683,공공간행물,(2021) KOTRA 도쿄 IP-DESK 정보레터 모음집 / 저자: ITOH international patent office,(2021) KOTRA 도쿄 IP-DESK 정보레터 모음집,No data,ITOH international patent office,KOTRA,서울,jbk,text,26 cm,No data,kor,"농업,농학"
NBC202229517,T16216398,공공간행물,(2021) 가사조사 실무편람 / 법원행정처 [편],(2021) 가사조사 실무편람,No data,대법원 법원행정처,법원행정처,서울,ulk,text,26 cm,No data,kor,"법률,법학"
NBC202229517,T16643107,공공간행물,"(2021) 건강보험통계연보 = National health insurance statistical yearbook. 2022 / 국민건강보험공단, 건강보험심사평가원 [공편]",(2021) 건강보험통계연보 = National health insurance statistical yearbook,No data,국민건강보험공단;건강보험심사평가원,국민건강보험공단 건강보험심사평가원,창원,gak,text,26 cm,No data,kor,경제학
NBC202229517,KMO202303188,공공간행물,(2021) 경기도 사전 컨설팅감사 사례집 / 경기도 [편],(2021) 경기도 사전 컨설팅감사 사례집,No data,경기도(KAB201400295),경기도,No data,ggk,text,25 cm,No data,kor,행정학
NBC202229517,KMO202242235,공공간행물,"(2021) 경기도&경기교육 정책토론 다시 보기 / 작성: 이상희, 최희철, 김남정",(2021) 경기도&경기교육 정책토론 다시 보기,No data,이상희;최희철;김남정,경기도의회 의정기획담당관,수원,ggk,text,26 cm,No data,kor,행정학
NBC202229517,KMO202242036,공공간행물,(2021) 경제사회노동위원회 활동보고서 / 경제사회노동위원회 [편],(2021) 경제사회노동위원회 활동보고서,No data,경제사회노동위원회(KAB202009223),경제사회노동위원회,서울,ulk,text,26 cm,No data,kor,경제학
NBC202229518,KMO202249553,공공간행물,(2021) 공간은 꿈이다 가치를 담다 : 2021년 세종꿈마루 사례기록 / 세종특별자치시교육청 [편],(2021) 공간은 꿈이다 가치를 담다,2021년 세종꿈마루 사례기록,세종특별자치시교육청(KAB201500495),세종특별자치시교육청,세종,sjk,text,26 cm,No data,kor,교육학
NBC202229518,KMO202242086,공공간행물,"(2021) 과학기술 통계백서 / 과학기술정보통신부 과학기술혁신본부 과학기술정보분석과, 한국과학기술기획평가원 평가분석본부 혁신정보분석센터 [편]",(2021) 과학기술 통계백서,No data,과학기술정보통신부.과학기술혁신본부.과학기술정보분석과;한국과학기술기획평가원.평가분석본부.혁신정보분석센터,과학기술정보통신부 과학기술혁신본부 과학기술정보분석과 ;한국과학기술기획평가원 평가분석본부 혁신정보분석센터,세종,gnk,text,30 cm,No data,kor,"공학,공업일반,토목공학,환경공학"
NBC202229518,KMO202227588,공공간행물,(2021) 교원 특별연수(학습연구년) 최종 보고서 / 세종특별자치시교육청교육원 교육연수부 [편],(2021) 교원 특별연수(학습연구년) 최종 보고서,No data,세종특별자치시교육원.교육연수부(KAB201911564),세종특별자치시교육청교육원 교육연수부,No data,sjk,text,30 cm,No data,kor,교육학
NBC202229518,KMO202248923,공공간행물,"(2021) 국가 온실가스 인벤토리 보고서 = National greenhouse gas inventory report of Korea / 작성참여기관: 온실가스종합정보센터, 산업통상자원부, 국토교통부, 해양수산부, 농림축산식품부, 환경부",(2021) 국가 온실가스 인벤토리 보고서,No data,온실가스종합정보센터(KAB201500550);산업통상자원부(KAB201400061);국토교통부(KAB201300024);해양수산부(KAB201400077);농림축산식품부(KAB201400071);환경부(KAB201300004),온실가스종합정보센터,청주,hbk,text,30 cm,No data,kor,"공학,공업일반,토목공학,환경공학"
NBC202229518,KMO202260844,공공간행물,(2021) 국가생물다양성 통계자료집 / 환경부 국립생물자원관 [편],(2021) 국가생물다양성 통계자료집,No data,국립생물자원관(KAB201500376),환경부 국립생물자원관,인천,ick,text,26 cm,No data,kor,생명과학
NBC202229518,T16517388,공공간행물,(2021) 국가인권위원회 연간보고서 / 국가인권위원회 [편],(2021) 국가인권위원회 연간보고서,No data,국가인권위원회,국가인권위원회,서울,ulk,text,25 cm,No data,kor,정치학
NBC202229518,KMO202243177,공공간행물,(2021) 국가출하승인 애뉴얼 리포트 / 식품의약품안전평가원 [편],(2021) 국가출하승인 애뉴얼 리포트,No data,식품의약품안전처.식품의약품안전평가원(KAB201400428),식품의약품안전평가원,No data,hbk,text,26 cm,No data,kor,의학
NBC202233991,CNTS-00127316222,공공간행물,(2021) 국내외 외식 트렌드 [전자자료] : 퍼플오션 다이닝 취향을 연결하다 속자생존 24시  / 농림축산식품부,(2021) 국내외 외식 트렌드,퍼플오션 다이닝 취향을 연결하다 속자생존 24시 ,농림축산식품부,농림축산식품부,No data,sjk,text,No data,No data,kor,동물학
NBC202229518,T16571076,공공간행물,(2021) 국립수산과학원 연보 / 국립수산과학원 연구기획과 기획·편집.,(2021) 국립수산과학원 연보,No data,국립수산과학원.연구기획과;국립수산진흥원,국립수산과학원,부산,bnk,text,30 cm,No data,kor,"농업,농학"
NBC202229518,KMO202242065,공공간행물,(2021) 국민권익 백서 / 국민권익위원회 [편],(2021) 국민권익 백서,No data,국민권익위원회(KAB201400035),국민권익위원회,No data,sjk,text,26 cm,No data,kor,행정학
NBC202229518,T16517389,공공간행물,(2021) 국민여행조사 / 문화체육관광부 조사주관기관 ; 한국문화관광연구원 조사수행기관.,(2021) 국민여행조사,No data,문화체육관광부;한국문화관광연구원.;케이스탯리서치,문화체육관광부,No data,ulk,text,26 cm.,No data,kor,경제학
NBC202229519,KMO202255636,공공간행물,"(2021) 국유재산 건축상 = 2021 government properties architecture award / 기획재정부, 한국자산관리공사 [편]",(2021) 국유재산 건축상,No data,기획재정부(KAB201400102);한국자산관리공사(KAB201500313),기획재정부 ;한국자산관리공사,No data,ulk,text,24 cm,No data,kor,"법률,법학"
NBC202229519,KMO202250147,공공간행물,(2021) 규제개혁백서 = Regulatory reform book 2021 / 규제개혁위원회 [편],(2021) 규제개혁백서,No data,규제개혁위원회(KAB201500173),규제개혁위원회,No data,sjk,text,26 cm,No data,kor,행정학
