국가서지번호,출처기관제어번호,자료유형,표제와 책임표시사항,제목,부제목,저자,발행처,발행지역,발행지코드,내용유형,크기,가격,본문언어,분야
NBC202229666,KMO202312849,공공간행물,2022 교감 학교시설 회계 직무연수 1기 : 2022. 6. 15.(수) ~ 6. 17.(금) / 충청남도교육청교육연수원 [편],2022 교감 학교시설 회계 직무연수 1기,2022. 6. 15.(수) ~ 6. 17.(금),충청남도교육연수원(KAB201500509),충청남도교육청교육연수원,No data,hck,text,26 cm,No data,kor,교육학
NBC202229666,KMO202317806,공공간행물,2022 교육연수 운영계획 / 전라북도교육청교육연수원 [편],2022 교육연수 운영계획,No data,전라북도교육연수원(KAB201500507),전라북도교육청교육연수원,익산,jbk,text,27 cm,No data,kor,교육학
NBC202229666,KMO202312852,공공간행물,2022 교육전문직원 임용예정자 직무연수 / 충청남도교육청교육연수원 [편],2022 교육전문직원 임용예정자 직무연수,No data,충청남도교육연수원(KAB201500509),충청남도교육청교육연수원,No data,hck,text,26 cm,No data,kor,교육학
NBC202229666,KMO202312265,공공간행물,2022 교육현장 재난안전 전문과정 2기 / 충청남도교육청교육연수원 [편],2022 교육현장 재난안전 전문과정 2기,No data,충청남도교육연수원(KAB201500509),충청남도교육청교육연수원,No data,hck,text,26 cm,No data,kor,교육학
NBC202229667,KMO202312850,공공간행물,2022 교장 학교시설·회계 직무연수 / 충청남도교육청교육연수원 [편],2022 교장 학교시설·회계 직무연수,No data,충청남도교육연수원(KAB201500509),충청남도교육청교육연수원,No data,hck,text,26 cm,No data,kor,교육학
NBC202229667,KMO202314996,공공간행물,2022 국가인권통계 분석 토론회 / 국가인권위원회 [편],2022 국가인권통계 분석 토론회,No data,국가인권위원회(KAB201400107),국가인권위원회,서울,ulk,text,26 cm,No data,kor,정치학
NBC202229667,KMO202305000,공공간행물,2022 국가자료종합목록 활용 / 국립중앙도서관 [편],2022 국가자료종합목록 활용,No data,국립중앙도서관(KAB201400144),국립중앙도서관,서울,ulk,text,26 cm,No data,kor,문헌정보학
NBC202229667,KMO202304996,공공간행물,2022 국립중앙도서관 내부강사교육 / 국립중앙도서관 [편],2022 국립중앙도서관 내부강사교육,No data,국립중앙도서관(KAB201400144),국립중앙도서관,서울,ulk,text,26 cm,No data,kor,문헌정보학
NBC202229667,KMO202305014,공공간행물,2022 국립중앙도서관 연구모임 연구결과 보고서 / 국립중앙도서관 [편],2022 국립중앙도서관 연구모임 연구결과 보고서,No data,국립중앙도서관(KAB201400144),국립중앙도서관,서울,ulk,text,26 cm,No data,kor,문헌정보학
NBC202229667,KMO202317180,공공간행물,"2022 국방 사이버안보 다자안보회의 발전 연구 / 연구수행기관: 극동대학교 산학협력단 ; 연구책임자: 이용준 ; 공동연구원: 유도진, 김지원, 구남기",2022 국방 사이버안보 다자안보회의 발전 연구,No data,이용준;유도진;김지원(KAC2022E3600);구남기;극동대학교.산학협력단(KAB202210396),국방부,No data,ulk,text,30 cm,No data,kor,"국방,군사학"
NBC202229667,KMO202242372,공공간행물,2022 국제학술기구편람 = Handbook for international academic organizations / 大韓民國學術院 [편],2022 국제학술기구편람,No data,대한민국학술원(KAB201500613),大韓民國學術院,서울,ulk,text,26 cm,No data,kor,"일반학회,단체,협회,기관,연구기관"
NBC202229667,KMO202260113,공공간행물,2022 군정 주요업무 계획 / 해남군 [편],2022 군정 주요업무 계획,No data,전라남도.해남군(KAB201802027),해남군,김해,jnk,text,30 cm,No data,kor,행정학
NBC202229667,KMO202248428,공공간행물,2022 글로벌 프로젝트 플라자 결과보고서 / KOTRA [편],2022 글로벌 프로젝트 플라자 결과보고서,No data,KOTRA(KAB201400378),KOTRA,서울,ulk,text,29 cm,No data,kor,"공학,공업일반,토목공학,환경공학"
NBC202229667,KMO202311239,공공간행물,2022 기후변화 시나리오 활용사례집 / 기상청 기후변화감시과 [편],2022 기후변화 시나리오 활용사례집,No data,기상청.기후과학국.기후변화감시과(KAB202213185),기상청 기후변화감시과,대구,tjk,text,26 cm,No data,kor,지학
NBC202229668,KMO202313875,공공간행물,"2022 남동구 성인지 통계 / 연구책임: 김미선 ; 공동연구: 한경헌, 신유정 ; 연구협력: 김경미, 김소영, 김연주",2022 남동구 성인지 통계,No data,김미선;한경헌;신유정;김경미;김소영;김연주,남동구 여성가족과 인천여성가족재단,인천,ick,text,26 cm,No data,kor,"사회학,사회문제"
NBC202229668,KMO202262560,공공간행물,2022 농림축산식품부 규제업무 매뉴얼 / 농림축산식품부 규제개혁법무담당관실 [편],2022 농림축산식품부 규제업무 매뉴얼,No data,농림축산식품부.규제개혁법무담당관실(KAB202211304),농림축산식품부 규제개혁법무담당관실,No data,sjk,text,26 cm,No data,kor,행정학
NBC202229668,KMO202316847,공공간행물,2022 농산물 소득조사 분석 Q&A / 전라북도농업기술원 자원경영과 경영유통 [편],2022 농산물 소득조사 분석 Q&A,No data,전라북도농업기술원.자원경영과.경영유통,전라북도농업기술원 자원경영과 경영유통,익산,jbk,text,26 cm,No data,kor,"농업,농학"
NBC202229668,KMO202267369,공공간행물,"2022 농업과학기술 경제성 분석 기준자료집 / 집필·편집: 이동현, 유홍규, 이상덕, 홍정식, 문수희",2022 농업과학기술 경제성 분석 기준자료집,No data,이동현;유홍규;이상덕;홍정식;문수희,농촌진흥청,전주,jbk,text,26 cm,No data,kor,"농업,농학"
NBC202229668,KMO202249548,공공간행물,2022 농촌교육농장 품질인증 가이드북 / 집필진: 지역아카데미 교육농장센터,2022 농촌교육농장 품질인증 가이드북,No data,지역아카데미.교육농장센터,농촌진흥청 농촌지원국 농촌자원과,No data,jbk,text,26 cm,No data,kor,"농업,농학"
NBC202233995,CNTS-00127316050,공공간행물,2022 농촌지도사업 실행계획 [전자자료]  / [충청남도농업기술원],2022 농촌지도사업 실행계획,No data,[충청남도농업기술원],[충청남도농업기술원],No data,hck,text,No data,No data,kor,천문학
NBC202229668,KMO202259133,공공간행물,2022 대구광역시 지역건축안전센터 업무 매뉴얼 / 대구광역시 도시재창조국 건축주택과 지역건축안전 [편],2022 대구광역시 지역건축안전센터 업무 매뉴얼,No data,대구광역시.도시재창조국.건축주택과 지역건축안전,대구광역시 도시재창조국 건축주택과 지역건축안전,대구,tgk,text,26 cm,No data,kor,"건축,건축학"
NBC202229668,KMO202267983,공공간행물,2022 대전영재교육 업무편람 : 영재학급 운영을 위한 매뉴얼 / 대전광역시교육청 [편],2022 대전영재교육 업무편람,영재학급 운영을 위한 매뉴얼,대전광역시교육청(KAB201400145),대전광역시교육청,대구,tjk,text,30 cm,No data,kor,교육학
NBC202229668,KMO202246377,공공간행물,"2022 대표필지 토양검정 담당자 안내서 / 집필 및 편집인: 권순익, 현병근, 이윤혜, 김명숙, 전상호, 이태구, 정하일, 이예진, 박성진, 김성헌, 유혁란, 전승기, 김동연",2022 대표필지 토양검정 담당자 안내서,No data,권순익(KAC201426283);현병근(KAC201704282);이윤혜;김명숙(KAC2018H5892);전상호;이태구;정하일;이예진(KAC201761927);박성진(KAC201896949);김성헌;유혁란(KAC201715486);전승기;김동연,국립농업과학원 농업환경부 토양비료과,완주,jbk,text,30 cm,No data,kor,"농업,농학"
NBC202233995,CNTS-00128141694,공공간행물,"2022 대표필지 토양검정 담당자 안내서 [전자자료]  / 권순익, 현병근, 이윤혜, 김명숙, 전상호, 이태구, 정하일, 이예진, 박성진, 김성헌, 유혁란, 전승기, 김동연",2022 대표필지 토양검정 담당자 안내서,No data,권순익(KAC201426283);현병근(KAC201704282);이윤혜;김명숙(KAC2018H5892);전상호;이태구;정하일;이예진(KAC201761927);박성진(KAC201513656);김성헌;유혁란(KAC201715486);전승기;김동연,국립농업과학원 농업환경부 토양비료과,완주,jbk,text,No data,No data,kor,천문학
NBC202229668,KMO202257771,공공간행물,"2022 대한민국 경제 = Economic overview of the Republic of Korea 2022 / 작성: 이규민, 김경수, 박승호, 황종률, 오현희, 박선우, 이진희, 권일, 조은영, 최세중, 김용균, 유근식, 김상미",2022 대한민국 경제,No data,이규민;김경수;박승호;황종률(KAC201205665);오현희;박선우;이진희;권일;조은영;최세중(KAC2019F1387);김용균;유근식;김상미,국회예산정책처,서울,ulk,text,26 cm,No data,kor,경제학
NBC202229668,KMO202256435,공공간행물,"2022 대한민국 공공기관 = Public institutions of the Republic of Korea 2022 / 작성: 김민석, 한지은, 안옥진, 김보은, 오지은, 장희란",2022 대한민국 공공기관,No data,김민석;한지은;안옥진;김보은;오지은;장희란,국회예산정책처,서울,ulk,text,26 cm,No data,kor,경제학
NBC202229669,KMO202267395,공공간행물,"2022 대한민국 지방재정 = Local finance of Korea, 2022 / 작성: 이종구, 송은혜, 김성은, 한예슬, 황진솔",2022 대한민국 지방재정,No data,이종구;송은혜;김성은;한예슬;황진솔,국회예산정책처,서울,ulk,text,26 cm,No data,kor,경제학
NBC202229669,KMO202305002,공공간행물,2022 도서관 데이터실무 / 국립중앙도서관 [편],2022 도서관 데이터실무,No data,국립중앙도서관(KAB201400144),국립중앙도서관,서울,ulk,text,26 cm,No data,kor,문헌정보학
NBC202229669,KMO202244542,공공간행물,2022 도서관 유튜브 크리에이터 / 국립중앙도서관 [편],2022 도서관 유튜브 크리에이터,No data,국립중앙도서관(KAB201400144),국립중앙도서관,서울,ulk,text,26 cm,No data,kor,경제학
NBC202229669,KMO202305004,공공간행물,2022 도서관 이용자 관리 / 국립중앙도서관 [편],2022 도서관 이용자 관리,No data,국립중앙도서관(KAB201400144),국립중앙도서관,서울,ulk,text,26 cm,No data,kor,문헌정보학
NBC202229669,KMO202304997,공공간행물,2022 도서관 정보활용교육(B) / 국립중앙도서관 [편],2022 도서관 정보활용교육(B),No data,국립중앙도서관(KAB201400144),국립중앙도서관,서울,ulk,text,26 cm,No data,kor,문헌정보학
NBC202229669,KMO202304992,공공간행물,2022 도서관 정책기획 / 국립중앙도서관 [편],2022 도서관 정책기획,No data,국립중앙도서관(KAB201400144),국립중앙도서관,서울,ulk,text,26 cm,No data,kor,문헌정보학
NBC202229669,KMO202304993,공공간행물,2022 도서관 홍보 / 국립중앙도서관 [편],2022 도서관 홍보,No data,국립중앙도서관(KAB201400144),국립중앙도서관,서울,ulk,text,26 cm,No data,kor,문헌정보학
NBC202229669,KMO202244530,공공간행물,2022 도서관과 디지털 리터러시 / 국립중앙도서관 [편],2022 도서관과 디지털 리터러시,No data,국립중앙도서관(KAB201400144),국립중앙도서관,서울,ulk,text,26 cm,No data,kor,교육학
NBC202229669,KMO202304999,공공간행물,2022 도서관리더(최고경영자) / 국립중앙도서관 [편],2022 도서관리더(최고경영자),No data,국립중앙도서관(KAB201400144),국립중앙도서관,서울,ulk,text,26 cm,No data,kor,문헌정보학
NBC202229669,KMO202305003,공공간행물,2022 도서관자료 보존 및 복원 / 국립중앙도서관 [편],2022 도서관자료 보존 및 복원,No data,국립중앙도서관(KAB201400144),국립중앙도서관,서울,ulk,text,26 cm,No data,kor,문헌정보학
NBC202229670,KMO202244544,공공간행물,2022 도서관통계활용기법 2기 / 국립중앙도서관 [편],2022 도서관통계활용기법 2기,No data,국립중앙도서관(KAB201400144),국립중앙도서관,서울,ulk,text,26 cm,No data,kor,문헌정보학
NBC202229670,KMO202229041,공공간행물,"2022 도시계획위원회 매뉴얼. 02, 심의기준 / 서울특별시 도시계획국 [편]",2022 도시계획위원회 매뉴얼,No data,서울특별시.도시계획국(KAB202005311),서울특별시 도시계획국,서울,ulk,text,30 cm,6000,kor,"공학,공업일반,토목공학,환경공학"
NBC202229670,KMO202229041,공공간행물,"2022 도시계획위원회 매뉴얼. 01, 운영기준 / 서울특별시 도시계획국 [편]",2022 도시계획위원회 매뉴얼,No data,서울특별시.도시계획국(KAB202005311),서울특별시 도시계획국,서울,ulk,text,30 cm,No data,kor,"공학,공업일반,토목공학,환경공학"
NBC202229670,KMO202304998,공공간행물,2022 독서지도심화-독서토론실무 / 국립중앙도서관 [편],2022 독서지도심화-독서토론실무,No data,국립중앙도서관(KAB201400144),국립중앙도서관,서울,ulk,text,26 cm,No data,kor,문헌정보학
NBC202229670,KMO202244543,공공간행물,2022 독서지도심화-북큐레이션과 북트레일러 / 국립중앙도서관 [편],2022 독서지도심화-북큐레이션과 북트레일러,No data,국립중앙도서관(KAB201400144),국립중앙도서관,서울,ulk,text,26 cm,No data,kor,문헌정보학
NBC202229670,KMO202302421,공공간행물,"2022 돌·나무·흙 ISCARSAH 국제 전문가 워크숍 학술세미나 결과보고서 = 2022 stone·wood·earth ISCARSAH international expert workshop scientific seminar report / 원고: E. Görün Arun, Stephen J. Kelley, Khalid El Harrouni, Radu Cazamir, Marcela Hurtado Saldias, Maria Margarita Segarra Lagunes, Bernd Mittnacht, Thomas Morrison, Sophia Petrovich, Mehrdad Hejazi, Paulo B. Lourenço, Toshikazu Hanazato, 최종덕, 송인호, 박경립, 조은경, 강현, 김선구, 윤인석, 김기수, 송석기, 김호수, 이명선, 서효원 ; 번역: 팬트랜스넷",2022 돌·나무·흙 ISCARSAH 국제 전문가 워크숍 학술세미나 결과보고서,No data,Arun E. Görün;Kelley Stephen J.;Harrouni Khalid El;Cazamir Radu;Saldias Marcela Hurtado;Lagunes Maria Margarita Segarra;Mittnacht Bernd;Morrison Thomas;Petrovich Sophia;Hejazi Mehrdad;Lourenço Paulo B.;Hanazato Toshikazu;최종덕;송인호;박경립;조은경;강현;김선구;윤인석;김기수;송석기;김호수;이명선;서효원;팬트랜스넷(KAB201800062),국립문화재연구원 건축문화재연구실,대구,tjk,text,30 cm,No data,kor,예술
NBC202229670,KMO202308499,공공간행물,2022 마을교육공동체와 학교협동조합 이해와 실천 직무연수 / 충청남도교육청교육연수원 [편],2022 마을교육공동체와 학교협동조합 이해와 실천 직무연수,No data,충청남도교육연수원(KAB201500509),충청남도교육청교육연수원,No data,hck,text,26 cm,No data,kor,교육학
NBC202229670,KMO202305005,공공간행물,2022 메이커스페이스와 도서관서비스 / 국립중앙도서관 [편],2022 메이커스페이스와 도서관서비스,No data,국립중앙도서관(KAB201400144),국립중앙도서관,서울,ulk,text,26 cm,No data,kor,문헌정보학
NBC202229670,KMO202310478,공공간행물,"2022 무주군 사회조사 보고서 = 2022 Muju social survey / 용역수행기관: 전주대학교 산학협력단 ; 연구책임: 전대성 ; 참여 연구원: 신가영, 김범, 김충열",2022 무주군 사회조사 보고서,No data,전대성(KAC2018C6690);신가영;김범;김충열;전주대학교.산학협력단(KAB201801549),무주군청 기획실,무주,jbk,text,30 cm,No data,kor,"사회학,사회문제"
NBC202229670,KMO202314050,공공간행물,"2022 문화영향평가 심포지엄 : 문화영향평가의 오늘과 내일 / 문화체육관광부, 한국문화관광연구원 [편]",2022 문화영향평가 심포지엄,문화영향평가의 오늘과 내일,문화체육관광부(KAB201300001);한국문화관광연구원(KAB201400186),문화체육관광부 ;한국문화관광연구원,No data,jnk,text,28 cm,No data,kor,"공예,장식미술"
NBC202229671,KMO202305307,공공간행물,2022 미디어교육 직무연수 : 2022. 5. 23.(월) ~ 2022. 5. 27.(금) / 대전교육연수원 [편],2022 미디어교육 직무연수,2022. 5. 23.(월) ~ 2022. 5. 27.(금),대전교육연수원(KAB201914334),대전교육연수원,공주,hck,text,26 cm,No data,kor,교육학
NBC202229671,KMO202257167,공공간행물,2022 발명교육(일반) 1기 직무연수 / 전라북도교육청과학교육원 [편],2022 발명교육(일반) 1기 직무연수,No data,전라북도과학교육원(KAB201910412),전라북도교육청과학교육원,No data,jbk,text,30 cm,No data,kor,기술과학
NBC202229671,KMO202312845,공공간행물,2022 배움과 나눔이 있는 성장 아카데미 3기 : 학생생활교육 / 충청남도교육청교육연수원 [편],2022 배움과 나눔이 있는 성장 아카데미 3기,학생생활교육,충청남도교육연수원(KAB201500509),충청남도교육청교육연수원,No data,hck,text,26 cm,No data,kor,교육학
NBC202229671,KMO202312844,공공간행물,2022 배움과 나눔이 있는 성장아카데미(6기) : 전문적학습공동체 리더 직무연수 / 충청남도교육청교육연수원 [편],2022 배움과 나눔이 있는 성장아카데미(6기),전문적학습공동체 리더 직무연수,충청남도교육연수원(KAB201500509),충청남도교육청교육연수원,No data,hck,text,26 cm,No data,kor,교육학
NBC202229671,KMO202312791,공공간행물,"2022 법안 비용추계 이해와 사례 = Understanding bill cost estimation and case studies 2022 / 작성: 이광근, 태정림, 윤주철, 정재호, 김계남, 문지은, 이주호, 남희, 지수현, 우병혁, 김효진, 김우림, 임슬기, 이윤경, 박선아, 정현하, 장삼열, 이미연, 여은구, 이우영, 어수진, 강민지, 김효경, 박지원, 문석휘, 박성은, 최천규, 박정환, 이정훈, 고은비",2022 법안 비용추계 이해와 사례,No data,이광근;태정림(KAC2019F1438);윤주철(KAC201628818);정재호;김계남;문지은(KAC2018B4945);이주호;남희(KAC201716861);지수현;우병혁(KAC202204585);김효진(KAC2018P4083);김우림;임슬기;이윤경;박선아;정현하;장삼열;이미연(KAC201800562);여은구(KAC202205824);이우영;어수진;강민지(KAC201985375);김효경(KAC201985230);박지원;문석휘(KAC202286882);박성은;최천규;박정환;이정훈;고은비,국회예산정책처,서울,ulk,text,26 cm,No data,kor,정치학
NBC202229671,KMO202244082,공공간행물,"2022 병무상담교재. 2, 사회복무·동원분야 등 / 병무청 병무민원상담소 [편]",2022 병무상담교재,No data,병무청.병무민원상담소,병무청 병무민원상담소,대구,tjk,text,26 cm,No data,kor,"국방,군사학"
NBC202229671,KMO202244082,공공간행물,"2022 병무상담교재. 1, 병역판정검사·모집·현역입영분야 등 / 병무청 병무민원상담소 [편]",2022 병무상담교재,No data,병무청.병무민원상담소,병무청 병무민원상담소,대구,tjk,text,26 cm,No data,kor,"국방,군사학"
NBC202229671,KMO202311290,공공간행물,2022 보건환경연구원보 = Annual report of Gyeongsangnam-do institute of healthand environment. 제17권 / 경상남도보건환경연구원 [편],2022 보건환경연구원보,No data,경상남도.보건환경연구원(KAB201909670),경상남도보건환경연구원,진주,gnk,text,26 cm,No data,kor,의학
NBC202229671,KMO202264944,공공간행물,2022 보훈단체 수익사업 업무편람 / 국가보훈처 보훈단체수익사업관리팀 [편],2022 보훈단체 수익사업 업무편람,No data,국가보훈처.보훈단체수익사업관리팀,국가보훈처 보훈단체수익사업관리팀,세종,sjk,text,30 cm,No data,kor,"사회학,사회문제"
NBC202229671,KMO202320273,공공간행물,2022 부안군 사회조사 보고서 / 용역수행기관: 전주대학교 산학협력단 ; 연구책임: 전대성 ; 참여 연구원: 신가영,2022 부안군 사회조사 보고서,No data,전대성(KAC2018C6690);신가영;전북대학교.산학협력단(KAB201500591),부안군청 기획감사담당관,부산,jbk,text,26 cm,No data,kor,"사회학,사회문제"
NBC202229672,KMO202242176,공공간행물,2022 비엔나 이란 핵협상 관련 동향과 전망 / 인남식,2022 비엔나 이란 핵협상 관련 동향과 전망,No data,인남식(KAC201206664),국립외교원 외교안보연구소,서울,ulk,text,24 cm,No data,kor,정치학
NBC202229672,KMO202304995,공공간행물,2022 사서를 위한 힐링교육 / 국립중앙도서관 [편],2022 사서를 위한 힐링교육,No data,국립중앙도서관(KAB201400144),국립중앙도서관,서울,ulk,text,26 cm,No data,kor,문헌정보학
NBC202229672,KMO202305001,공공간행물,2022 사서한마당(워크숍) / 국립중앙도서관 [편],2022 사서한마당(워크숍),No data,국립중앙도서관(KAB201400144),국립중앙도서관,서울,ulk,text,26 cm,No data,kor,문헌정보학
NBC202229672,KMO202302447,공공간행물,2022 사적 정기조사 / 조사·편찬: 호연건축문화유산연구원,2022 사적 정기조사,No data,호연건축문화유산연구원(KAB201911438),문화재청,No data,tjk,text,30 cm,No data,kor,예술
NBC202229672,KMO202305883,공공간행물,"2022 사회적 독서 콘퍼런스 : 독서동아리와 지역공동체 : 발표자료집 / 주최·주관: 문화체육관광부, 한국출판문화산업진흥원, 책읽는사회문화재단",2022 사회적 독서 콘퍼런스,독서동아리와 지역공동체 :발표자료집,문화체육관광부(KAB201300001);한국출판문화산업진흥원(KAB201500364);책읽는사회문화재단(KAB201902254),문화체육관광부 ;한국출판문화산업진흥원 ;책읽는사회문화재단,No data,ulk,text,26 cm,No data,kor,경제학
NBC202229672,KMO202264293,공공간행물,"2022 사회정책방향 수립 기초연구 / 과제책임자: 반가운 ; 공동연구자: 김봄이, 조성익, 김영빈, 남재욱",2022 사회정책방향 수립 기초연구,No data,반가운(KAC201413009);김봄이(KAC201518856);조성익;김영빈;남재욱,교육부,No data,sjk,text,26 cm,No data,kor,"사회학,사회문제"
NBC202229672,KMO202234734,공공간행물,"2022 산림·임업 전망 : 뉴노멀 시대, 산림·임업·산촌 / 집필진: 배재수, 장주연, 김아란, 김영환, 한희, 장윤성, 임종수, 강진택, 임중빈, 고치웅, 원명수, 이상민, 김광모, 신현재, 이욱, 박광훈, 어현지, 박찬열, 최수민, 오정학, 서홍덕, 유신이, 여재호, 김기동, 이수민, 최정숙, 정병헌, 전권석, 정대희, 선주남, 이수광, 서정원, 배준규",2022 산림·임업 전망,"뉴노멀 시대, 산림·임업·산촌",배재수(KAC201519318);장주연(KAC201626941);김아란(KAC2021A0994);김영환(KAC201848830);한희(KAC201633468);장윤성(KAC201861465);임종수;강진택(KAC201409741);임중빈(KAC2020C5287);고치웅(KAC201857453);원명수(KAC2018J2097);이상민(KAC201719216);김광모(KAC201828831);신현재;이욱(KAC201746833);박광훈(KAC202089323);어현지(KAC202073249);박찬열(KAC201505913);최수민;오정학(KAC201710070);서홍덕(KAC201955766);유신이;여재호;김기동(KAC2020D9921);이수민(KAC201328652);최정숙;정병헌;전권석(KAC201712987);정대희;선주남;이수광(KAC201851866);서정원(KAC201741369);배준규,국립산림과학원,서울,ulk,text,26 cm,No data,kor,"농업,농학"
NBC202229672,KMO202246125,공공간행물,2022 산모·신생아 건강관리 지원사업 안내 / 보건복지부 [편],2022 산모·신생아 건강관리 지원사업 안내,No data,보건복지부(KAB201300005),보건복지부,No data,sjk,text,26 cm,No data,kor,의학
NBC202229672,KMO202313974,공공간행물,"2022 상추 육성품종 / 집필인: 장윤아, 장석우, 김진희, 이준호, 정화현, 배솔희 ; 사진: 김주선",2022 상추 육성품종,No data,장윤아(KAC201401858);장석우(KAC201846286);김진희(KAC202199316);이준호;정화현;배솔희;김주선,농촌진흥청 국립원예특작과학원 채소과,완주,jbk,text,19 x 26 cm,No data,kor,"농업,농학"
NBC202229672,KMO202311598,공공간행물,"2022 서울가족보고서 = 2022 Seoul family / 집필진: 손서희, 이재림, 서찬란, 백예슬, 이가은",2022 서울가족보고서,No data,손서희(KAC201405745);이재림(KAC201406466);서찬란;백예슬;이가은,서울특별시,No data,ulk,text,27 cm,3000,kor,"사회학,사회문제"
NBC202229673,KMO202320468,공공간행물,"2022 서울시 인권영향평가 운영 : 건축·시설물 분야 / 연구: 장영호, 채완석, 신재령, 이종희",2022 서울시 인권영향평가 운영,건축·시설물 분야,장영호(KAC201722574);채완석;신재령;이종희(KAC201731606),서울특별시,No data,ulk,text,30 cm,No data,kor,정치학
NBC202229673,KMO202248430,공공간행물,2022 서울특별시 안전관리계획 = Seoul safety management plan / 서울특별시 안전총괄실 안전총괄과 [편],2022 서울특별시 안전관리계획,No data,서울특별시.안전총괄실.안전총괄과,서울특별시 안전총괄실 안전총괄과,서울,ulk,text,30 cm,No data,kor,행정학
NBC202229673,KMO202240259,공공간행물,2022 설계경제성검토(VE) 사례집 / 대구광역시 [편],2022 설계경제성검토(VE) 사례집,No data,대구광역시(KAB201400348),대구광역시,No data,tgk,text,30 cm,No data,kor,"공학,공업일반,토목공학,환경공학"
NBC202229673,KMO202309367,공공간행물,"2022 수치일기도 매뉴얼 : 한국형수치예보모델(KIM) 기반 / 윤현진, 장동일, 조창범, 김승범",2022 수치일기도 매뉴얼,한국형수치예보모델(KIM) 기반,윤현진;장동일;조창범;김승범,기상청 수치모델링센터 수치자료응용과,대구,tjk,text,30 cm,No data,kor,지학
NBC202229673,KMO202252063,공공간행물,"2022 신규연구사 농업현장 강화 추수교육 : 2022 농업·농촌 미래를 주도할 핵심인력 양성 농촌진흥공무원교육교재 / 집필자: 김세나, 김숙진, 손인창, 김남영, 김주희, 박찬모, 전금미, 강원구, 한승진, 송태종, 이선우, 반병주, 정석근, 김양식, 유재흠, 김태양, 장연희, 송수현",2022 신규연구사 농업현장 강화 추수교육,2022 농업·농촌 미래를 주도할 핵심인력 양성 농촌진흥공무원교육교재,김세나(KAC201857348);김숙진(KAC2018F9967);손인창(KAC201850635);김남영;김주희(KAC2018G9689);박찬모;전금미;강원구;한승진(KAC2018M9809);송태종;이선우;반병주;정석근;김양식;유재흠;김태양;장연희;송수현,농촌진흥청 농촌인적자원개발센터,전주,jbk,text,26 cm,No data,kor,"농업,농학"
NBC202229673,KMO202313903,공공간행물,2022 에듀테크 코리아 포럼 : Edtech Korea forum : program book / 프로그램북 = 주최: 교육부 ; 주관: 한국디지털교육협회,2022 에듀테크 코리아 포럼,프로그램북,교육부(KAB201400057);한국디지털교육협회,교육부,No data,sjk,text,30 cm,No data,kor,교육학
NBC202229673,KMO202311267,공공간행물,2022 여수시 청년사회경제실태조사 = Yeosu survey on the social and economic condition youth / 협업기관: 호남지방통계청 지역통계과,2022 여수시 청년사회경제실태조사,No data,호남지방통계청.지역통계과,여수시청 기획예산과,여주,jnk,text,26 cm,No data,kor,"사회학,사회문제"
NBC202229673,KMO202304916,공공간행물,2022 올해의 중견작가 = Leading artists of the year / [편]: 대구문화예술회관 ; 사진: 노환우,2022 올해의 중견작가,No data,노환우;대구문화예술회관(KAB201800627),대구문화예술회관,No data,tgk,text,27 cm,No data,kor,"회화,도화,디자인  "
NBC202229673,KMO202304915,공공간행물,2022 올해의 중견작가 = Leading artists of the year / [편]: 대구문화예술회관 ; 사진: 노환우,2022 올해의 중견작가,No data,노환우;대구문화예술회관(KAB201800627),대구문화예술회관,No data,tgk,text,27 cm,No data,kor,"회화,도화,디자인  "
NBC202229673,KMO202304914,공공간행물,2022 올해의 중견작가 = Leading artists of the year / [편]: 대구문화예술회관 ; 사진: 노환우,2022 올해의 중견작가,No data,노환우;대구문화예술회관(KAB201800627),대구문화예술회관,No data,tgk,text,27 cm,No data,kor,"회화,도화,디자인  "
NBC202229674,KMO202304913,공공간행물,2022 올해의 중견작가 = Leading artists of the year / [편]: 대구문화예술회관 ; 사진: 노환우,2022 올해의 중견작가,No data,노환우;대구문화예술회관(KAB201800627),대구문화예술회관,No data,tgk,text,27 cm,No data,kor,"회화,도화,디자인  "
NBC202229674,KMO202304917,공공간행물,2022 올해의 중견작가 = Leading artists of the year / [편]: 대구문화예술회관 ; 사진: 노환우,2022 올해의 중견작가,No data,노환우;대구문화예술회관(KAB201800627),대구문화예술회관,No data,tgk,text,27 cm,No data,kor,"회화,도화,디자인  "
NBC202229674,KMO202308542,공공간행물,2022 유·초·중등 교(원)장 자격연수 : 2022. 4. 28.(목) ~ 4. 29.(금) / 충청남도교육청교육연수원 [편],2022 유·초·중등 교(원)장 자격연수,2022. 4. 28.(목) ~ 4. 29.(금),충청남도교육연수원(KAB201500509),충청남도교육청교육연수원,No data,hck,text,26 cm,No data,kor,교육학
NBC202229674,KMO202308510,공공간행물,2022 유·초등 신규 교(원)감 직무연수 1기 / 충청남도교육청교육연수원 [편],2022 유·초등 신규 교(원)감 직무연수 1기,No data,충청남도교육연수원(KAB201500509),충청남도교육청교육연수원,No data,hck,text,26 cm,No data,kor,교육학
NBC202229674,KMO202308505,공공간행물,2022 유·초등 신규 교(원)장 직무연수 1기 / 충청남도교육청교육연수원 [편],2022 유·초등 신규 교(원)장 직무연수 1기,No data,충청남도교육연수원(KAB201500509),충청남도교육청교육연수원,No data,hck,text,26 cm,No data,kor,교육학
