출처기관제어번호,자료유형,제목,부제목,저자,발행처,발행지역,발행년,내용유형,크기,본문언어,가격,분야
KSE200302550,연속간행물,동학학보,No data,동학학회,동학학회,서울,2000-,text,23 cm,kor,No data,"동양,철학,사상"
KSE200302550,연속간행물,동학학보,No data,동학학회,동학학회,서울,2000-,text,23 cm,kor,No data,"동양,철학,사상"
KSE200302550,연속간행물,동학학보,No data,동학학회,동학학회,서울,2000-,text,23 cm,kor,No data,"동양,철학,사상"
KSE201800070,연속간행물,동해시 사회조사 보고서,No data,동해시.감사담당관실,동해시 감사담당관실,동해,-,text,30 cm,kor,No data,"사회학,사회문제"
KSE199600600,연속간행물,동해통계연보,No data,강원도.동해시;동해시청,동해시,동해,1995-,text,26 cm,kor,No data,행정학
KSE202101772,연속간행물,동행 (서울),No data,전국범죄피해자지원연합회,전국범죄피해자지원연합회,서울,-,text,26 cm,kor,No data,법학
KSE202101772,연속간행물,동행 (서울),No data,전국범죄피해자지원연합회,전국범죄피해자지원연합회,서울,-,text,26 cm,kor,No data,법학
KSE199602167,연속간행물,동향과 전망,한국사회연구,한국사회과학연구소;한국사회과학연구회;박영률출판사;한울,한울,서울,-,text,23 cm,kor,25000.0,사회과학
KSE199602167,연속간행물,동향과 전망,한국사회연구,한국사회과학연구소;한국사회과학연구회;박영률출판사;한울,한울,서울,-,text,23 cm,kor,25000.0,사회과학
KSE199602167,연속간행물,동향과 전망,한국사회연구,한국사회과학연구소;한국사회과학연구회;박영률출판사;한울,한울,서울,-,text,23 cm,kor,25000.0,사회과학
KSE200201029,연속간행물,동화와 번역,No data,건국대학교.동화와번역연구소,건국대학교 동화와번역연구소,서울,-,text,23 cm,kor,12000.0,문학
KSE200201029,연속간행물,동화와 번역,No data,건국대학교.동화와번역연구소,건국대학교 동화와번역연구소,서울,-,text,23 cm,kor,12000.0,문학
KSE201900316,연속간행물,동화향기 동시향기,No data,좋은꿈,좋은꿈,고양,2019-,text,23 cm,kor,15000.0,한국문학
KSE201900316,연속간행물,동화향기 동시향기,No data,좋은꿈,좋은꿈,고양,2019-,text,23 cm,kor,15000.0,한국문학
KSE201900316,연속간행물,동화향기 동시향기,No data,좋은꿈,좋은꿈,고양,2019-,text,23 cm,kor,15000.0,한국문학
KSE202101383,연속간행물,두뇌홈트,스마트해지는 무크지,엘베스트,엘베스트,서울,2021-,text,24 cm,kor,8000.0,"오락,스포츠"
KSE200800346,연속간행물,두레문학,No data,문학세계;시와비평문학회;두레문학,문학세계,서울,2002-,text,22 cm,kor,10000.0,한국문학
KSE200800346,연속간행물,두레문학,No data,문학세계;시와비평문학회;두레문학,문학세계,서울,2002-,text,22 cm,kor,10000.0,한국문학
KSE201401503,연속간행물,두바퀴,No data,창원경륜공단,창원경륜공단,창원,-,text,28 cm,kor,No data,"오락,스포츠"
KSE201401503,연속간행물,두바퀴,No data,창원경륜공단,창원경륜공단,창원,-,text,28 cm,kor,No data,"오락,스포츠"
KSE199506516,연속간행물,두텁바우,No data,서울특별시립.용산도서관;서울특별시교육청.용산도서관,서울특별시립용산도서관,서울,-,text,21 cm,kor,0.0,한국문학
KSE200800639,연속간행물,두통,No data,대한두통학회,대한두통학회,서울,2000-,text,26-28 cm,kor,No data,의학
KSE200800639,연속간행물,두통,No data,대한두통학회,대한두통학회,서울,2000-,text,26-28 cm,kor,No data,의학
KSE201300072,연속간행물,둔촌백일장 수상작품집,No data,강동문화원,강동문화원,서울,2012-,text,22 cm,kor,No data,한국문학
KSE202000944,연속간행물,뒷골목,No data,뒷골목 모꼬지,뒷골목 모꼬지,서울,2020-,text,26 cm,kor,5000.0,일반연속간행물
KSE200601824,연속간행물,드라마연구,No data,한국드라마학회;태학사,태학사,파주,2005-,text,23 cm,kor,20000.0,"공연예술,매체예술"
KSE200601824,연속간행물,드라마연구,No data,한국드라마학회;태학사,태학사,파주,2005-,text,23 cm,kor,20000.0,"공연예술,매체예술"
KSE200601824,연속간행물,드라마연구,No data,한국드라마학회;태학사,태학사,파주,2005-,text,23 cm,kor,20000.0,"공연예술,매체예술"
KSE201500497,연속간행물,드라이브·컨트롤,No data,유공압건설기계학회,유공압건설기계학회,화성,2015-,text,30 cm,kor,No data,기계공학
KSE201500497,연속간행물,드라이브·컨트롤,No data,유공압건설기계학회,유공압건설기계학회,화성,2015-,text,30 cm,kor,No data,기계공학
KSE201500497,연속간행물,드라이브·컨트롤,No data,유공압건설기계학회,유공압건설기계학회,화성,2015-,text,30 cm,kor,No data,기계공학
KSE201500497,연속간행물,드라이브·컨트롤,No data,유공압건설기계학회,유공압건설기계학회,화성,2015-,text,30 cm,kor,No data,기계공학
KSE201400658,연속간행물,드라이브·컨트롤 ... 학술대회 논문집,No data,유공압시스템학회;유공압건설기계학회,유공압시스템학회,화성,-,text,30 cm,kor,No data,"공학,공업일반,토목공학,환경공학"
KSE201400658,연속간행물,드라이브·컨트롤 ... 학술대회 논문집,No data,유공압시스템학회;유공압건설기계학회,유공압시스템학회,화성,-,text,30 cm,kor,No data,"공학,공업일반,토목공학,환경공학"
KSE201100421,연속간행물,드림제주,제주특별자치도의회 매거진,제주특별자치도의회,제주특별자치도의회,제주,2011-,text,26-28 cm,kor,No data,행정학
KSE201100421,연속간행물,드림제주,제주특별자치도의회 매거진,제주특별자치도의회,제주특별자치도의회,제주,2011-,text,26-28 cm,kor,No data,행정학
KSE201100421,연속간행물,드림제주,제주특별자치도의회 매거진,제주특별자치도의회,제주특별자치도의회,제주,2011-,text,26-28 cm,kor,No data,행정학
KSE201100421,연속간행물,드림제주,제주특별자치도의회 매거진,제주특별자치도의회,제주특별자치도의회,제주,2011-,text,26-28 cm,kor,No data,행정학
KSE201400144,연속간행물,들마을 문학,No data,대구광역시립서부도서관,대구광역시립서부도서관,대구,2013-,text,23 cm,kor,No data,한국문학
KSE201400009,연속간행물,등대,No data,한국시각장애인복지관,한국시각장애인복지관,서울,-,text,28 cm,kor,No data,"사회학,사회문제"
KSE201401679,연속간행물,등대문학상 수상 작품집,No data,울산지방해양항만청.해사안전시설과;울산지방해양수산청.항로표지과,울산지방해양항만청 해사안전시설과,울산,-,text,22 cm,kor,No data,한국문학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE200801609,연속간행물,등록특·실 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,기술과학
KSE201400829,연속간행물,디딤돌,장애인의 행복과 더 나은 미래를 위한 사외보,한국장애인개발원,한국장애인개발원,서울,-,tactile text,28 cm,kor,No data,"사회학,사회문제"
KSE200601672,연속간행물,디딤돌,장애인의 행복과 더 나은 미래를 위한 사외보,한국장애인복지진흥회;한국장애인개발원,한국장애인복지진흥회,서울,2006-,text,26-29 cm,kor,No data,"사회학,사회문제"
KSE201400829,연속간행물,디딤돌,장애인의 행복과 더 나은 미래를 위한 사외보,한국장애인개발원,한국장애인개발원,서울,-,tactile text,28 cm,kor,No data,"사회학,사회문제"
KSE200601672,연속간행물,디딤돌,장애인의 행복과 더 나은 미래를 위한 사외보,한국장애인복지진흥회;한국장애인개발원,한국장애인복지진흥회,서울,2006-,text,26-29 cm,kor,No data,"사회학,사회문제"
KSE201400829,연속간행물,디딤돌,장애인의 행복과 더 나은 미래를 위한 사외보,한국장애인개발원,한국장애인개발원,서울,-,tactile text,28 cm,kor,No data,"사회학,사회문제"
KSE200601672,연속간행물,디딤돌,장애인의 행복과 더 나은 미래를 위한 사외보,한국장애인복지진흥회;한국장애인개발원,한국장애인복지진흥회,서울,2006-,text,26-29 cm,kor,No data,"사회학,사회문제"
KSE201400829,연속간행물,디딤돌,장애인의 행복과 더 나은 미래를 위한 사외보,한국장애인개발원,한국장애인개발원,서울,-,tactile text,28 cm,kor,No data,"사회학,사회문제"
KSE200601672,연속간행물,디딤돌,장애인의 행복과 더 나은 미래를 위한 사외보,한국장애인복지진흥회;한국장애인개발원,한국장애인복지진흥회,서울,2006-,text,26-29 cm,kor,No data,"사회학,사회문제"
KSE202000114,연속간행물,디딤돌 문학회,No data,디딤돌 문학회,디딤돌 문학회,김해,2018-,text,21 cm,kor,No data,한국문학
KSE201001334,연속간행물,디바이스마트 매거진,No data,디바이스마트,디바이스마트,인천,2010-,text,26 cm,kor,No data,"전기공학,전자공학"
KSE201001334,연속간행물,디바이스마트 매거진,No data,디바이스마트,디바이스마트,인천,2010-,text,26 cm,kor,No data,"전기공학,전자공학"
KSE201001334,연속간행물,디바이스마트 매거진,No data,디바이스마트,디바이스마트,인천,2010-,text,26 cm,kor,No data,"전기공학,전자공학"
KSE201001334,연속간행물,디바이스마트 매거진,No data,디바이스마트,디바이스마트,인천,2010-,text,26 cm,kor,No data,"전기공학,전자공학"
KSE201001334,연속간행물,디바이스마트 매거진,No data,디바이스마트,디바이스마트,인천,2010-,text,26 cm,kor,No data,"전기공학,전자공학"
KSE201001334,연속간행물,디바이스마트 매거진,No data,디바이스마트,디바이스마트,인천,2010-,text,26 cm,kor,No data,"전기공학,전자공학"
KSE200901967,연속간행물,디아스포라 연구,No data,전남대학교.세계한상문화연구단;전남대학교.글로벌디아스포라연구소,전남대학교 세계한상문화연구단,광주,2007-,text,26 cm,kor,No data,경제학
KSE200901967,연속간행물,디아스포라 연구,No data,전남대학교.세계한상문화연구단;전남대학교.글로벌디아스포라연구소,전남대학교 세계한상문화연구단,광주,2007-,text,26 cm,kor,No data,경제학
KSE200102306,연속간행물,디아트리트,diagnosis & treatment,Medifo,Medifo,서울,2001-,text,30 cm,kor,8000.0,의학
KSE200102306,연속간행물,디아트리트,diagnosis & treatment,Medifo,Medifo,서울,2001-,text,30 cm,kor,8000.0,의학
KSE200102306,연속간행물,디아트리트,diagnosis & treatment,Medifo,Medifo,서울,2001-,text,30 cm,kor,8000.0,의학
KSE200102306,연속간행물,디아트리트,diagnosis & treatment,Medifo,Medifo,서울,2001-,text,30 cm,kor,8000.0,의학
KSE201700091,연속간행물,디자인 이노베이션 연구,No data,서경대학교.디자인연구소,서경대학교부설디자인연구소,서울,2016-,text,26 cm,kor,No data,"회화,도화,디자인  "
KSE201700091,연속간행물,디자인 이노베이션 연구,No data,서경대학교.디자인연구소,서경대학교부설디자인연구소,서울,2016-,text,26 cm,kor,No data,"회화,도화,디자인  "
KSE201700661,연속간행물,디자인 충남,No data,충남공공디자인센터;충남연구원,충남연구원,공주,2016-,text,30 cm,kor,No data,"회화,도화,디자인  "
KSE201700661,연속간행물,디자인 충남,No data,충남공공디자인센터;충남연구원,충남연구원,공주,2016-,text,30 cm,kor,No data,"회화,도화,디자인  "
KSE200801362,연속간행물,디자인·상표 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,"공학,공업일반,토목공학,환경공학"
KSE200801362,연속간행물,디자인·상표 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,"공학,공업일반,토목공학,환경공학"
KSE200801362,연속간행물,디자인·상표 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,"공학,공업일반,토목공학,환경공학"
KSE200801362,연속간행물,디자인·상표 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,"공학,공업일반,토목공학,환경공학"
KSE200801362,연속간행물,디자인·상표 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,"공학,공업일반,토목공학,환경공학"
KSE200801362,연속간행물,디자인·상표 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,"공학,공업일반,토목공학,환경공학"
KSE200801362,연속간행물,디자인·상표 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,"공학,공업일반,토목공학,환경공학"
KSE200801362,연속간행물,디자인·상표 DVD-ROM 공보,No data,특허청,특허청,대구,-,text,12 cm,kor,No data,"공학,공업일반,토목공학,환경공학"
